acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-7.0,-261.0,14.0,-13.0,60.0,-5.0,-18.0,-1036.0,27.0
-14.0,-263.0,10.0,-15.0,60.0,-5.0,-18.0,-1033.0,25.0
-10.0,-262.0,11.0,-15.0,60.0,-7.0,-18.0,-1035.0,23.0
-11.0,-262.0,14.0,-17.0,62.0,-6.0,-12.0,-1043.0,26.0
-8.0,-266.0,12.0,-17.0,62.0,-6.0,-16.0,-1037.0,16.0
-12.0,-268.0,21.0,-18.0,63.0,-6.0,-17.0,-1050.0,27.0
-9.0,-264.0,12.0,-18.0,61.0,-6.0,-16.0,-1048.0,27.0
-11.0,-266.0,15.0,-19.0,62.0,-4.0,-16.0,-1054.0,21.0
-9.0,-267.0,16.0,-19.0,63.0,-4.0,-18.0,-1049.0,23.0
-11.0,-267.0,17.0,-17.0,62.0,-5.0,-17.0,-1062.0,23.0
-13.0,-263.0,14.0,-14.0,62.0,-5.0,-12.0,-1055.0,26.0
-12.0,-264.0,13.0,-13.0,62.0,-6.0,-19.0,-1048.0,24.0
-11.0,-263.0,14.0,-12.0,63.0,-6.0,-17.0,-1049.0,27.0
-11.0,-263.0,11.0,-11.0,63.0,-6.0,-16.0,-1044.0,24.0
-10.0,-262.0,16.0,-7.0,63.0,-6.0,-18.0,-1050.0,26.0
-11.0,-264.0,12.0,-7.0,64.0,-5.0,-14.0,-1038.0,24.0
-10.0,-265.0,10.0,-5.0,66.0,-6.0,-16.0,-1038.0,25.0
-10.0,-262.0,17.0,-4.0,63.0,-7.0,-11.0,-1036.0,26.0
-9.0,-263.0,11.0,-4.0,63.0,-7.0,-14.0,-1038.0,26.0
-11.0,-265.0,13.0,-3.0,64.0,-7.0,-14.0,-1034.0,29.0
-10.0,-262.0,17.0,-7.0,63.0,-7.0,-8.0,-1039.0,27.0
-11.0,-265.0,19.0,-8.0,64.0,-7.0,-13.0,-1043.0,25.0
-13.0,-264.0,16.0,-12.0,64.0,-7.0,-14.0,-1035.0,27.0
-21.0,-251.0,18.0,-14.0,63.0,-5.0,-14.0,-1049.0,22.0
3.0,-268.0,10.0,-16.0,63.0,-4.0,-15.0,-1039.0,24.0
-7.0,-262.0,15.0,-14.0,62.0,-5.0,-10.0,-1045.0,24.0
-9.0,-269.0,10.0,-13.0,63.0,-6.0,-13.0,-1048.0,24.0
-11.0,-265.0,25.0,-12.0,62.0,-8.0,-11.0,-1045.0,25.0
-10.0,-262.0,17.0,-10.0,64.0,-10.0,-15.0,-1044.0,28.0
-10.0,-258.0,12.0,-10.0,67.0,-9.0,-14.0,-1041.0,25.0
-6.0,-268.0,15.0,-8.0,67.0,-8.0,-14.0,-1045.0,26.0
-11.0,-264.0,25.0,-9.0,70.0,-9.0,-17.0,-1050.0,27.0
-9.0,-257.0,13.0,-11.0,69.0,-7.0,-16.0,-1034.0,25.0
-10.0,-264.0,17.0,-11.0,68.0,-7.0,-10.0,-1046.0,29.0
-8.0,-272.0,10.0,-10.0,67.0,-6.0,-19.0,-1038.0,23.0
-13.0,-270.0,19.0,-9.0,66.0,-6.0,-15.0,-1050.0,25.0
2.0,-262.0,21.0,-9.0,65.0,-6.0,-11.0,-1044.0,28.0
-2.0,-267.0,16.0,-8.0,66.0,-6.0,-19.0,-1045.0,29.0
-12.0,-263.0,12.0,-8.0,66.0,-5.0,-19.0,-1049.0,25.0
-38.0,-261.0,-34.0,-7.0,65.0,-4.0,-11.0,-1038.0,31.0
-10.0,-265.0,12.0,-6.0,64.0,-5.0,-14.0,-1049.0,30.0
-10.0,-265.0,11.0,-6.0,66.0,-5.0,-12.0,-1045.0,27.0
-8.0,-262.0,15.0,-4.0,65.0,-5.0,-13.0,-1038.0,29.0
-9.0,-264.0,15.0,-4.0,65.0,-5.0,-12.0,-1035.0,25.0
-10.0,-264.0,15.0,-5.0,63.0,-4.0,-15.0,-1037.0,30.0
-7.0,-263.0,13.0,-7.0,62.0,-4.0,-20.0,-1038.0,25.0
-10.0,-261.0,14.0,-9.0,61.0,-2.0,-13.0,-1039.0,27.0
-10.0,-263.0,16.0,-11.0,61.0,-2.0,-11.0,-1045.0,25.0
-11.0,-260.0,15.0,-11.0,61.0,-2.0,-10.0,-1037.0,27.0
-7.0,-266.0,19.0,-12.0,60.0,-2.0,-12.0,-1034.0,27.0
-10.0,-265.0,16.0,-13.0,61.0,-1.0,-20.0,-1038.0,28.0
-10.0,-266.0,14.0,-15.0,61.0,-2.0,-10.0,-1037.0,31.0
-13.0,-262.0,14.0,-16.0,61.0,-1.0,-10.0,-1046.0,27.0
-8.0,-263.0,16.0,-16.0,60.0,-2.0,-16.0,-1044.0,28.0
-9.0,-266.0,16.0,-15.0,59.0,-2.0,-15.0,-1044.0,27.0
-13.0,-264.0,14.0,-15.0,59.0,-2.0,-18.0,-1044.0,29.0
-10.0,-262.0,15.0,-15.0,58.0,-1.0,-16.0,-1051.0,28.0
-12.0,-264.0,18.0,-14.0,56.0,-2.0,-15.0,-1051.0,27.0
-11.0,-265.0,11.0,-14.0,55.0,-4.0,-10.0,-1049.0,28.0
-10.0,-266.0,16.0,-13.0,56.0,-4.0,-13.0,-1037.0,27.0
-10.0,-263.0,16.0,-12.0,53.0,-5.0,-13.0,-1046.0,28.0
-12.0,-262.0,14.0,-10.0,53.0,-7.0,-14.0,-1048.0,30.0
-7.0,-267.0,19.0,-10.0,51.0,-6.0,-14.0,-1053.0,30.0
-11.0,-267.0,16.0,-9.0,51.0,-6.0,-16.0,-1046.0,35.0
-10.0,-264.0,15.0,-8.0,50.0,-8.0,-19.0,-1046.0,35.0
-9.0,-263.0,17.0,-7.0,48.0,-6.0,-17.0,-1044.0,30.0
-8.0,-267.0,13.0,-8.0,47.0,-6.0,-11.0,-1037.0,28.0
-8.0,-265.0,17.0,-7.0,48.0,-5.0,-10.0,-1037.0,30.0
-7.0,-263.0,19.0,-6.0,48.0,-5.0,-13.0,-1044.0,30.0
-9.0,-262.0,17.0,-7.0,47.0,-5.0,-9.0,-1038.0,29.0
-11.0,-265.0,19.0,-8.0,47.0,-5.0,-13.0,-1045.0,31.0
-13.0,-261.0,17.0,-9.0,48.0,-5.0,-9.0,-1043.0,30.0
-10.0,-264.0,18.0,-9.0,49.0,-5.0,-14.0,-1034.0,29.0
-5.0,-266.0,14.0,-9.0,48.0,-5.0,-11.0,-1039.0,29.0
-8.0,-262.0,17.0,-10.0,48.0,-4.0,-8.0,-1046.0,34.0
-12.0,-265.0,15.0,-9.0,49.0,-4.0,-8.0,-1037.0,27.0
-9.0,-265.0,16.0,-10.0,51.0,-4.0,-6.0,-1044.0,27.0
-5.0,-264.0,18.0,-10.0,52.0,-3.0,-11.0,-1037.0,29.0
-8.0,-263.0,12.0,-10.0,53.0,-3.0,-9.0,-1038.0,32.0
-8.0,-262.0,12.0,-11.0,53.0,-3.0,-5.0,-1046.0,29.0
-7.0,-262.0,14.0,-12.0,55.0,-3.0,-7.0,-1045.0,31.0
-5.0,-264.0,15.0,-11.0,55.0,-4.0,-7.0,-1046.0,26.0
-5.0,-266.0,13.0,-12.0,58.0,-3.0,-2.0,-1048.0,26.0
-8.0,-263.0,13.0,-12.0,58.0,-5.0,-6.0,-1046.0,28.0
-8.0,-260.0,15.0,-10.0,60.0,-5.0,-12.0,-1035.0,34.0
-10.0,-263.0,14.0,-10.0,61.0,-5.0,-7.0,-1045.0,30.0
-10.0,-262.0,16.0,-10.0,62.0,-5.0,-10.0,-1045.0,35.0
-9.0,-266.0,13.0,-9.0,64.0,-5.0,-11.0,-1045.0,28.0
-10.0,-262.0,16.0,-10.0,65.0,-6.0,-8.0,-1039.0,31.0
-7.0,-264.0,12.0,-9.0,65.0,-6.0,-12.0,-1040.0,32.0
-9.0,-261.0,17.0,-10.0,65.0,-5.0,-7.0,-1043.0,36.0
-10.0,-262.0,15.0,-10.0,67.0,-7.0,-14.0,-1043.0,34.0
-10.0,-264.0,17.0,-12.0,66.0,-6.0,-10.0,-1035.0,32.0
-11.0,-262.0,15.0,-12.0,67.0,-6.0,-13.0,-1045.0,34.0
-7.0,-265.0,14.0,-12.0,68.0,-6.0,-9.0,-1039.0,31.0
-9.0,-265.0,14.0,-15.0,70.0,-7.0,-9.0,-1041.0,31.0
-10.0,-261.0,14.0,-16.0,70.0,-7.0,-10.0,-1037.0,33.0
-11.0,-263.0,18.0,-17.0,70.0,-7.0,-13.0,-1038.0,31.0
-9.0,-263.0,14.0,-17.0,70.0,-7.0,-10.0,-1040.0,30.0
-9.0,-262.0,13.0,-18.0,71.0,-6.0,-11.0,-1032.0,30.0
-9.0,-262.0,18.0,-19.0,71.0,-6.0,-13.0,-1037.0,29.0
-10.0,-262.0,13.0,-20.0,72.0,-5.0,-13.0,-1045.0,29.0
-10.0,-265.0,14.0,-19.0,72.0,-5.0,-9.0,-1042.0,31.0
-10.0,-261.0,16.0,-21.0,71.0,-4.0,-11.0,-1040.0,28.0
-9.0,-265.0,16.0,-21.0,71.0,-3.0,-14.0,-1041.0,25.0
-8.0,-264.0,15.0,-21.0,70.0,-3.0,-18.0,-1050.0,24.0
-8.0,-267.0,15.0,-22.0,70.0,-3.0,-15.0,-1048.0,30.0
-12.0,-266.0,14.0,-21.0,69.0,-4.0,-14.0,-1040.0,28.0
-10.0,-261.0,11.0,-20.0,68.0,-3.0,-17.0,-1052.0,29.0
-10.0,-264.0,13.0,-20.0,68.0,-3.0,-20.0,-1054.0,29.0
-10.0,-262.0,15.0,-19.0,69.0,-3.0,-20.0,-1047.0,25.0
-9.0,-268.0,11.0,-17.0,68.0,-4.0,-20.0,-1040.0,26.0
-9.0,-264.0,16.0,-17.0,68.0,-5.0,-13.0,-1042.0,28.0
-8.0,-265.0,16.0,-17.0,68.0,-4.0,-11.0,-1032.0,28.0
-9.0,-264.0,16.0,-18.0,66.0,-6.0,-14.0,-1039.0,26.0
-10.0,-260.0,13.0,-20.0,66.0,-5.0,-17.0,-1037.0,30.0
-8.0,-264.0,13.0,-22.0,66.0,-5.0,-13.0,-1040.0,26.0
-8.0,-263.0,13.0,-22.0,66.0,-4.0,-13.0,-1038.0,26.0
-10.0,-261.0,13.0,-23.0,67.0,-3.0,-10.0,-1037.0,29.0
-10.0,-263.0,13.0,-25.0,67.0,-3.0,-12.0,-1044.0,27.0
-9.0,-264.0,15.0,-24.0,68.0,-4.0,-12.0,-1044.0,25.0
-10.0,-264.0,11.0,-24.0,68.0,-4.0,-11.0,-1040.0,29.0
-11.0,-265.0,15.0,-23.0,69.0,-3.0,-14.0,-1051.0,30.0
-10.0,-265.0,13.0,-21.0,69.0,-2.0,-8.0,-1047.0,22.0
-7.0,-267.0,13.0,-17.0,69.0,-3.0,-13.0,-1051.0,19.0
-10.0,-263.0,9.0,-16.0,70.0,-3.0,-18.0,-1049.0,24.0
-11.0,-266.0,18.0,-13.0,71.0,-2.0,-18.0,-1048.0,22.0
-10.0,-267.0,17.0,-14.0,72.0,-2.0,-12.0,-1045.0,22.0
-11.0,-264.0,18.0,-10.0,73.0,-4.0,-11.0,-1050.0,29.0
-8.0,-266.0,12.0,-8.0,75.0,-4.0,-16.0,-1053.0,25.0
-12.0,-263.0,12.0,-5.0,74.0,-5.0,-18.0,-1038.0,28.0
-11.0,-265.0,14.0,-4.0,75.0,-4.0,-13.0,-1036.0,25.0
-10.0,-263.0,14.0,-3.0,74.0,-6.0,-19.0,-1038.0,24.0
-10.0,-261.0,16.0,-3.0,74.0,-6.0,-8.0,-1041.0,25.0
-9.0,-261.0,13.0,-6.0,74.0,-5.0,-10.0,-1036.0,27.0
-9.0,-264.0,16.0,-8.0,75.0,-4.0,-9.0,-1035.0,29.0
-10.0,-264.0,13.0,-11.0,74.0,-4.0,-17.0,-1044.0,30.0
-9.0,-260.0,17.0,-13.0,75.0,-3.0,-15.0,-1044.0,30.0
-11.0,-264.0,17.0,-14.0,74.0,-4.0,-13.0,-1049.0,26.0
-7.0,-264.0,9.0,-15.0,73.0,-3.0,-14.0,-1035.0,28.0
-5.0,-265.0,16.0,-15.0,74.0,-4.0,-17.0,-1044.0,27.0
-12.0,-264.0,13.0,-13.0,73.0,-4.0,-18.0,-1049.0,24.0
-12.0,-261.0,12.0,-13.0,72.0,-5.0,-16.0,-1046.0,20.0
-12.0,-264.0,12.0,-14.0,72.0,-5.0,-18.0,-1050.0,29.0
-7.0,-262.0,16.0,-12.0,73.0,-5.0,-15.0,-1044.0,26.0
-13.0,-264.0,15.0,-12.0,71.0,-4.0,-18.0,-1039.0,23.0
-8.0,-264.0,11.0,-14.0,72.0,-3.0,-21.0,-1037.0,29.0
-11.0,-265.0,15.0,-12.0,72.0,-3.0,-19.0,-1047.0,28.0
-11.0,-265.0,11.0,-13.0,72.0,-3.0,-23.0,-1044.0,26.0
-10.0,-264.0,13.0,-14.0,72.0,-2.0,-11.0,-1039.0,26.0
-11.0,-265.0,14.0,-13.0,70.0,-2.0,-16.0,-1049.0,22.0
