acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-8.0,-264.0,13.0,-18.0,56.0,-1.0,-15.0,-1045.0,28.0
-10.0,-264.0,16.0,-17.0,57.0,0.0,-12.0,-1040.0,30.0
-11.0,-264.0,16.0,-16.0,59.0,0.0,-15.0,-1040.0,32.0
-10.0,-263.0,12.0,-17.0,59.0,-2.0,-14.0,-1045.0,28.0
-8.0,-268.0,15.0,-19.0,59.0,-2.0,-12.0,-1049.0,28.0
-15.0,-260.0,21.0,-17.0,58.0,-2.0,-15.0,-1039.0,33.0
-9.0,-266.0,15.0,-16.0,58.0,-3.0,-11.0,-1043.0,29.0
-13.0,-262.0,13.0,-17.0,56.0,-5.0,-16.0,-1036.0,30.0
-12.0,-260.0,13.0,-18.0,58.0,-4.0,-11.0,-1042.0,29.0
-9.0,-266.0,15.0,-19.0,59.0,-5.0,-11.0,-1033.0,25.0
-10.0,-263.0,11.0,-21.0,60.0,-6.0,-11.0,-1037.0,25.0
-11.0,-264.0,12.0,-22.0,59.0,-5.0,-16.0,-1034.0,26.0
-11.0,-262.0,15.0,-26.0,58.0,-3.0,-16.0,-1038.0,27.0
-10.0,-263.0,13.0,-27.0,57.0,-5.0,-15.0,-1035.0,23.0
-8.0,-265.0,12.0,-30.0,57.0,-3.0,-17.0,-1048.0,23.0
-13.0,-263.0,17.0,-31.0,56.0,-2.0,-21.0,-1049.0,20.0
-13.0,-263.0,17.0,-31.0,55.0,-1.0,-24.0,-1054.0,25.0
-12.0,-266.0,12.0,-31.0,57.0,0.0,-21.0,-1043.0,25.0
-12.0,-265.0,13.0,-29.0,56.0,-1.0,-23.0,-1054.0,29.0
-11.0,-265.0,17.0,-27.0,56.0,0.0,-21.0,-1041.0,30.0
-11.0,-267.0,18.0,-23.0,57.0,0.0,-25.0,-1052.0,32.0
-11.0,-262.0,14.0,-20.0,57.0,2.0,-21.0,-1049.0,28.0
-17.0,-275.0,19.0,-18.0,58.0,1.0,-17.0,-1038.0,33.0
-16.0,-275.0,18.0,-14.0,57.0,1.0,-21.0,-1037.0,28.0
-8.0,-259.0,14.0,-14.0,55.0,0.0,-15.0,-1035.0,26.0
-14.0,-262.0,12.0,-15.0,55.0,1.0,-16.0,-1039.0,28.0
-3.0,-271.0,21.0,-18.0,55.0,1.0,-12.0,-1035.0,29.0
-14.0,-265.0,18.0,-21.0,54.0,2.0,-13.0,-1033.0,30.0
-10.0,-258.0,21.0,-23.0,54.0,3.0,-14.0,-1038.0,29.0
-15.0,-264.0,11.0,-25.0,53.0,3.0,-15.0,-1034.0,31.0
-19.0,-259.0,14.0,-27.0,54.0,2.0,-13.0,-1049.0,32.0
-13.0,-259.0,24.0,-28.0,53.0,4.0,-13.0,-1047.0,30.0
-6.0,-270.0,13.0,-27.0,53.0,2.0,-16.0,-1039.0,27.0
-9.0,-268.0,10.0,-26.0,51.0,1.0,-14.0,-1048.0,25.0
-9.0,-262.0,17.0,-22.0,50.0,1.0,-16.0,-1049.0,27.0
-8.0,-265.0,24.0,-19.0,50.0,0.0,-14.0,-1038.0,28.0
-14.0,-259.0,22.0,-17.0,51.0,0.0,-19.0,-1046.0,23.0
-8.0,-270.0,12.0,-14.0,51.0,0.0,-15.0,-1053.0,28.0
-8.0,-259.0,16.0,-12.0,51.0,0.0,-20.0,-1050.0,26.0
-21.0,-299.0,52.0,-10.0,50.0,0.0,-13.0,-1040.0,30.0
-9.0,-265.0,14.0,-9.0,51.0,0.0,-18.0,-1036.0,30.0
-8.0,-262.0,15.0,-7.0,51.0,0.0,-16.0,-1043.0,30.0
-9.0,-265.0,13.0,-6.0,52.0,-1.0,-17.0,-1048.0,27.0
-12.0,-263.0,15.0,-4.0,51.0,-1.0,-19.0,-1057.0,28.0
-5.0,-255.0,20.0,-5.0,51.0,-2.0,-21.0,-1045.0,27.0
-11.0,-262.0,16.0,-3.0,50.0,-2.0,-15.0,-1044.0,29.0
-12.0,-265.0,17.0,-2.0,53.0,-3.0,-12.0,-1044.0,28.0
-10.0,-264.0,14.0,-1.0,53.0,-2.0,-16.0,-1050.0,30.0
-11.0,-262.0,13.0,0.0,53.0,-2.0,-15.0,-1044.0,29.0
-13.0,-263.0,13.0,0.0,52.0,-1.0,-14.0,-1043.0,30.0
-11.0,-262.0,15.0,-1.0,53.0,-2.0,-19.0,-1040.0,28.0
-7.0,-264.0,17.0,-2.0,53.0,-1.0,-14.0,-1037.0,29.0
-11.0,-266.0,15.0,-3.0,54.0,-1.0,-14.0,-1046.0,29.0
-9.0,-265.0,16.0,-5.0,53.0,-1.0,-12.0,-1045.0,26.0
-11.0,-262.0,11.0,-7.0,53.0,-1.0,-11.0,-1040.0,27.0
-9.0,-268.0,15.0,-8.0,55.0,0.0,-14.0,-1037.0,27.0
-10.0,-266.0,14.0,-8.0,56.0,0.0,-13.0,-1051.0,27.0
-10.0,-263.0,13.0,-8.0,55.0,-1.0,-12.0,-1045.0,26.0
-12.0,-267.0,16.0,-8.0,55.0,0.0,-17.0,-1058.0,26.0
-9.0,-263.0,12.0,-9.0,55.0,1.0,-18.0,-1055.0,25.0
-11.0,-267.0,13.0,-10.0,56.0,0.0,-18.0,-1058.0,25.0
