acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
3.0,-250.0,-40.0,-55.0,38.0,-5.0,9.0,-972.0,-17.0
3.0,-252.0,-38.0,-56.0,38.0,-3.0,5.0,-975.0,-14.0
3.0,-251.0,-40.0,-58.0,39.0,-5.0,11.0,-976.0,-11.0
2.0,-249.0,-38.0,-60.0,42.0,-7.0,12.0,-979.0,-19.0
4.0,-256.0,-33.0,-61.0,44.0,-8.0,18.0,-979.0,-20.0
2.0,-252.0,-42.0,-59.0,47.0,-14.0,14.0,-982.0,-17.0
4.0,-252.0,-40.0,-58.0,49.0,-18.0,15.0,-981.0,-21.0
4.0,-253.0,-42.0,-55.0,51.0,-23.0,15.0,-982.0,-22.0
2.0,-251.0,-43.0,-52.0,53.0,-29.0,17.0,-984.0,-21.0
4.0,-252.0,-40.0,-50.0,58.0,-33.0,12.0,-979.0,-20.0
6.0,-255.0,-39.0,-53.0,60.0,-34.0,20.0,-983.0,-24.0
6.0,-254.0,-42.0,-53.0,61.0,-35.0,27.0,-984.0,-19.0
6.0,-256.0,-37.0,-54.0,61.0,-38.0,32.0,-986.0,-19.0
5.0,-251.0,-40.0,-53.0,57.0,-42.0,28.0,-985.0,-22.0
8.0,-257.0,-35.0,-54.0,55.0,-44.0,27.0,-991.0,-17.0
7.0,-257.0,-37.0,-52.0,52.0,-46.0,27.0,-992.0,-13.0
8.0,-259.0,-36.0,-51.0,48.0,-49.0,20.0,-993.0,-12.0
5.0,-259.0,-35.0,-51.0,44.0,-50.0,17.0,-994.0,-9.0
5.0,-256.0,-38.0,-52.0,42.0,-50.0,19.0,-991.0,-2.0
4.0,-255.0,-31.0,-51.0,39.0,-48.0,15.0,-989.0,-3.0
7.0,-254.0,-37.0,-49.0,39.0,-45.0,19.0,-985.0,-1.0
2.0,-253.0,-38.0,-46.0,38.0,-39.0,14.0,-986.0,-3.0
3.0,-252.0,-37.0,-45.0,35.0,-34.0,17.0,-986.0,1.0
0.0,-255.0,-35.0,-45.0,27.0,-27.0,12.0,-985.0,-3.0
1.0,-251.0,-38.0,-49.0,18.0,-21.0,12.0,-979.0,-9.0
2.0,-251.0,-39.0,-52.0,6.0,-15.0,15.0,-977.0,-10.0
2.0,-252.0,-40.0,-56.0,-3.0,-12.0,20.0,-976.0,-11.0
5.0,-252.0,-40.0,-65.0,-10.0,-11.0,22.0,-973.0,-8.0
4.0,-249.0,-39.0,-73.0,-18.0,-10.0,23.0,-973.0,-13.0
4.0,-250.0,-35.0,-86.0,-22.0,-12.0,28.0,-977.0,-7.0
2.0,-250.0,-36.0,-97.0,-24.0,-12.0,27.0,-975.0,-2.0
6.0,-252.0,-35.0,-104.0,-22.0,-12.0,23.0,-976.0,-1.0
3.0,-251.0,-34.0,-104.0,-19.0,-10.0,22.0,-977.0,6.0
7.0,-250.0,-33.0,-103.0,-17.0,-9.0,23.0,-981.0,0.0
7.0,-253.0,-35.0,-98.0,-12.0,-8.0,28.0,-980.0,0.0
7.0,-253.0,-37.0,-91.0,-10.0,-8.0,33.0,-982.0,-11.0
9.0,-254.0,-35.0,-88.0,-6.0,-6.0,40.0,-982.0,-1.0
11.0,-255.0,-34.0,-87.0,-6.0,-5.0,47.0,-984.0,-3.0
12.0,-257.0,-34.0,-88.0,-6.0,-3.0,44.0,-983.0,-1.0
11.0,-255.0,-30.0,-93.0,-8.0,2.0,43.0,-985.0,3.0
13.0,-255.0,-33.0,-96.0,-9.0,6.0,47.0,-982.0,12.0
12.0,-253.0,-30.0,-100.0,-13.0,12.0,48.0,-988.0,18.0
10.0,-253.0,-29.0,-102.0,-19.0,19.0,54.0,-991.0,18.0
13.0,-256.0,-27.0,-105.0,-24.0,26.0,56.0,-987.0,19.0
13.0,-255.0,-31.0,-107.0,-28.0,29.0,59.0,-990.0,21.0
15.0,-254.0,-26.0,-108.0,-31.0,30.0,57.0,-985.0,29.0
12.0,-253.0,-29.0,-107.0,-33.0,34.0,57.0,-980.0,28.0
14.0,-252.0,-29.0,-105.0,-32.0,35.0,51.0,-978.0,24.0
10.0,-249.0,-31.0,-103.0,-33.0,37.0,51.0,-971.0,19.0
13.0,-248.0,-33.0,-105.0,-35.0,40.0,47.0,-967.0,12.0
10.0,-248.0,-33.0,-113.0,-38.0,43.0,36.0,-958.0,1.0
9.0,-247.0,-33.0,-124.0,-41.0,43.0,35.0,-948.0,0.0
7.0,-245.0,-34.0,-135.0,-41.0,45.0,29.0,-947.0,-1.0
6.0,-245.0,-35.0,-146.0,-39.0,48.0,24.0,-950.0,7.0
5.0,-245.0,-30.0,-156.0,-34.0,49.0,21.0,-950.0,7.0
4.0,-245.0,-35.0,-164.0,-32.0,48.0,22.0,-951.0,3.0
4.0,-247.0,-41.0,-173.0,-29.0,47.0,21.0,-950.0,7.0
4.0,-246.0,-33.0,-182.0,-29.0,46.0,16.0,-949.0,-1.0
3.0,-249.0,-36.0,-193.0,-31.0,43.0,22.0,-957.0,9.0
5.0,-248.0,-37.0,-205.0,-35.0,41.0,20.0,-957.0,8.0
4.0,-248.0,-35.0,-219.0,-40.0,37.0,19.0,-959.0,4.0
2.0,-248.0,-31.0,-234.0,-50.0,37.0,18.0,-962.0,-1.0
0.0,-247.0,-35.0,-248.0,-61.0,37.0,19.0,-964.0,-9.0
5.0,-253.0,-34.0,-262.0,-74.0,37.0,15.0,-965.0,-10.0
5.0,-251.0,-40.0,-272.0,-87.0,37.0,20.0,-967.0,-13.0
6.0,-252.0,-40.0,-274.0,-100.0,36.0,23.0,-971.0,-16.0
5.0,-251.0,-37.0,-275.0,-112.0,37.0,22.0,-975.0,-19.0
4.0,-249.0,-37.0,-270.0,-123.0,38.0,23.0,-979.0,-13.0
4.0,-255.0,-39.0,-262.0,-130.0,38.0,25.0,-977.0,-15.0
7.0,-256.0,-41.0,-254.0,-134.0,37.0,33.0,-976.0,-16.0
8.0,-252.0,-41.0,-248.0,-135.0,35.0,33.0,-979.0,-14.0
10.0,-254.0,-40.0,-244.0,-136.0,36.0,46.0,-985.0,-25.0
12.0,-253.0,-44.0,-242.0,-133.0,35.0,45.0,-986.0,-17.0
14.0,-257.0,-46.0,-240.0,-129.0,33.0,49.0,-993.0,-28.0
15.0,-254.0,-40.0,-241.0,-126.0,32.0,47.0,-988.0,-24.0
12.0,-257.0,-42.0,-240.0,-122.0,33.0,57.0,-993.0,-32.0
14.0,-257.0,-44.0,-237.0,-119.0,32.0,52.0,-993.0,-37.0
7.0,-250.0,-52.0,-238.0,-115.0,32.0,52.0,-993.0,-38.0
9.0,-251.0,-42.0,-239.0,-114.0,29.0,59.0,-989.0,-43.0
14.0,-253.0,-44.0,-239.0,-114.0,28.0,57.0,-989.0,-42.0
14.0,-253.0,-41.0,-242.0,-118.0,26.0,58.0,-985.0,-42.0
13.0,-253.0,-42.0,-246.0,-120.0,28.0,55.0,-983.0,-35.0
13.0,-253.0,-44.0,-247.0,-123.0,30.0,53.0,-978.0,-34.0
14.0,-252.0,-42.0,-253.0,-124.0,34.0,53.0,-978.0,-33.0
12.0,-249.0,-40.0,-258.0,-124.0,37.0,54.0,-978.0,-22.0
12.0,-252.0,-42.0,-265.0,-124.0,39.0,59.0,-974.0,-20.0
18.0,-255.0,-44.0,-271.0,-123.0,37.0,66.0,-977.0,-25.0
19.0,-253.0,-41.0,-277.0,-120.0,36.0,72.0,-976.0,-12.0
17.0,-251.0,-39.0,-278.0,-116.0,36.0,78.0,-977.0,-18.0
20.0,-253.0,-34.0,-281.0,-113.0,36.0,78.0,-982.0,-17.0
19.0,-250.0,-41.0,-284.0,-114.0,38.0,81.0,-978.0,-25.0
19.0,-252.0,-42.0,-289.0,-119.0,39.0,75.0,-979.0,-24.0
17.0,-248.0,-35.0,-295.0,-128.0,41.0,70.0,-978.0,-30.0
10.0,-251.0,-41.0,-299.0,-141.0,44.0,58.0,-973.0,-29.0
13.0,-251.0,-43.0,-300.0,-154.0,47.0,51.0,-977.0,-37.0
8.0,-251.0,-45.0,-298.0,-166.0,51.0,42.0,-973.0,-48.0
7.0,-251.0,-45.0,-294.0,-172.0,55.0,35.0,-978.0,-54.0
5.0,-250.0,-51.0,-290.0,-172.0,59.0,32.0,-975.0,-52.0
9.0,-250.0,-46.0,-286.0,-165.0,59.0,36.0,-981.0,-58.0
12.0,-251.0,-50.0,-287.0,-154.0,57.0,42.0,-978.0,-59.0
11.0,-253.0,-48.0,-289.0,-140.0,54.0,51.0,-980.0,-67.0
14.0,-254.0,-52.0,-294.0,-123.0,52.0,55.0,-977.0,-72.0
12.0,-251.0,-56.0,-298.0,-107.0,50.0,66.0,-975.0,-75.0
17.0,-254.0,-53.0,-303.0,-94.0,49.0,60.0,-983.0,-75.0
14.0,-249.0,-53.0,-306.0,-85.0,48.0,60.0,-973.0,-78.0
10.0,-250.0,-54.0,-311.0,-86.0,49.0,55.0,-975.0,-86.0
8.0,-250.0,-65.0,-316.0,-99.0,49.0,38.0,-969.0,-91.0
2.0,-247.0,-61.0,-322.0,-125.0,48.0,27.0,-963.0,-102.0
1.0,-246.0,-60.0,-335.0,-161.0,49.0,7.0,-952.0,-113.0
-4.0,-242.0,-64.0,-348.0,-205.0,47.0,-11.0,-945.0,-130.0
-10.0,-242.0,-68.0,-363.0,-250.0,42.0,-28.0,-935.0,-140.0
-14.0,-238.0,-73.0,-376.0,-298.0,36.0,-44.0,-922.0,-148.0
-17.0,-234.0,-71.0,-391.0,-343.0,30.0,-67.0,-911.0,-152.0
-20.0,-233.0,-68.0,-405.0,-387.0,26.0,-79.0,-900.0,-149.0
-25.0,-228.0,-71.0,-419.0,-426.0,23.0,-91.0,-899.0,-147.0
-26.0,-232.0,-66.0,-430.0,-458.0,20.0,-110.0,-890.0,-133.0
-30.0,-228.0,-65.0,-435.0,-484.0,14.0,-122.0,-890.0,-120.0
