acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
29.0,-255.0,30.0,-19.0,24.0,-8.0,16.0,-986.0,264.0
24.0,-255.0,31.0,-23.0,24.0,-8.0,29.0,-973.0,275.0
31.0,-254.0,29.0,-9.0,23.0,-13.0,32.0,-969.0,270.0
29.0,-255.0,23.0,5.0,22.0,-12.0,34.0,-970.0,252.0
28.0,-256.0,30.0,9.0,27.0,-10.0,28.0,-970.0,253.0
26.0,-253.0,25.0,11.0,29.0,-10.0,32.0,-965.0,263.0
30.0,-253.0,26.0,14.0,26.0,-9.0,32.0,-969.0,257.0
29.0,-251.0,25.0,18.0,21.0,-9.0,29.0,-957.0,262.0
30.0,-251.0,25.0,21.0,18.0,-8.0,28.0,-961.0,263.0
28.0,-251.0,26.0,19.0,17.0,-7.0,24.0,-959.0,257.0
27.0,-254.0,31.0,17.0,17.0,-6.0,27.0,-962.0,265.0
27.0,-252.0,26.0,11.0,15.0,-6.0,27.0,-961.0,259.0
26.0,-255.0,28.0,6.0,15.0,-4.0,22.0,-968.0,274.0
27.0,-255.0,28.0,3.0,15.0,-2.0,24.0,-971.0,269.0
24.0,-252.0,33.0,0.0,12.0,-1.0,19.0,-965.0,267.0
28.0,-252.0,30.0,-1.0,10.0,1.0,21.0,-965.0,273.0
24.0,-253.0,27.0,-5.0,12.0,2.0,17.0,-970.0,270.0
27.0,-255.0,29.0,-11.0,13.0,-1.0,23.0,-965.0,270.0
27.0,-255.0,30.0,-19.0,12.0,-2.0,19.0,-968.0,272.0
29.0,-251.0,30.0,-23.0,10.0,-3.0,24.0,-961.0,269.0
30.0,-253.0,28.0,-24.0,12.0,-5.0,30.0,-959.0,266.0
30.0,-253.0,27.0,-26.0,13.0,-7.0,31.0,-968.0,270.0
28.0,-252.0,30.0,-28.0,15.0,-8.0,35.0,-966.0,268.0
29.0,-252.0,30.0,-28.0,18.0,-8.0,36.0,-965.0,275.0
28.0,-254.0,29.0,-29.0,21.0,-9.0,38.0,-963.0,276.0
30.0,-252.0,28.0,-26.0,22.0,-10.0,43.0,-969.0,274.0
34.0,-254.0,33.0,-20.0,24.0,-11.0,38.0,-965.0,276.0
30.0,-252.0,29.0,-17.0,27.0,-12.0,36.0,-964.0,274.0
29.0,-252.0,28.0,-15.0,27.0,-11.0,34.0,-962.0,273.0
31.0,-253.0,29.0,-13.0,29.0,-10.0,34.0,-962.0,275.0
33.0,-252.0,29.0,-10.0,28.0,-10.0,40.0,-960.0,284.0
30.0,-253.0,33.0,-11.0,26.0,-8.0,39.0,-963.0,290.0
31.0,-255.0,28.0,-13.0,26.0,-7.0,42.0,-965.0,282.0
28.0,-254.0,28.0,-15.0,26.0,-7.0,32.0,-970.0,284.0
29.0,-252.0,32.0,-17.0,24.0,-8.0,37.0,-967.0,282.0
29.0,-254.0,30.0,-14.0,22.0,-10.0,35.0,-966.0,281.0
35.0,-245.0,22.0,-8.0,18.0,-12.0,34.0,-967.0,286.0
31.0,-255.0,31.0,1.0,16.0,-12.0,32.0,-966.0,278.0
28.0,-254.0,36.0,10.0,16.0,-12.0,28.0,-966.0,287.0
29.0,-253.0,32.0,22.0,15.0,-11.0,37.0,-959.0,291.0
30.0,-253.0,33.0,31.0,14.0,-10.0,31.0,-961.0,283.0
32.0,-252.0,37.0,41.0,10.0,-13.0,35.0,-964.0,293.0
31.0,-249.0,28.0,46.0,10.0,-15.0,37.0,-960.0,292.0
31.0,-253.0,32.0,49.0,12.0,-15.0,41.0,-955.0,285.0
30.0,-250.0,35.0,55.0,16.0,-14.0,41.0,-964.0,289.0
31.0,-253.0,29.0,62.0,19.0,-13.0,36.0,-959.0,285.0
28.0,-253.0,30.0,71.0,22.0,-10.0,40.0,-962.0,290.0
25.0,-244.0,25.0,80.0,23.0,-9.0,34.0,-965.0,286.0
29.0,-252.0,31.0,92.0,24.0,-9.0,34.0,-960.0,292.0
30.0,-254.0,37.0,101.0,23.0,-9.0,31.0,-961.0,284.0
28.0,-249.0,37.0,112.0,20.0,-7.0,33.0,-958.0,295.0
31.0,-250.0,35.0,120.0,17.0,-6.0,37.0,-955.0,297.0
31.0,-250.0,38.0,126.0,13.0,-4.0,35.0,-953.0,299.0
32.0,-253.0,31.0,129.0,8.0,-4.0,34.0,-957.0,303.0
29.0,-249.0,37.0,130.0,6.0,-1.0,36.0,-956.0,305.0
36.0,-242.0,44.0,133.0,3.0,-7.0,77.0,-925.0,323.0
29.0,-248.0,35.0,141.0,-10.0,-17.0,43.0,-944.0,298.0
28.0,-249.0,36.0,137.0,-18.0,-13.0,35.0,-965.0,292.0
32.0,-266.0,41.0,119.0,-18.0,-23.0,53.0,-1010.0,287.0
24.0,-247.0,40.0,110.0,-16.0,-28.0,11.0,-953.0,321.0
28.0,-246.0,37.0,132.0,-4.0,-7.0,29.0,-941.0,303.0
27.0,-244.0,36.0,149.0,15.0,-11.0,32.0,-939.0,300.0
30.0,-246.0,38.0,151.0,26.0,-8.0,36.0,-952.0,305.0
34.0,-251.0,37.0,131.0,23.0,-11.0,49.0,-958.0,310.0
34.0,-250.0,37.0,118.0,14.0,-17.0,43.0,-961.0,315.0
32.0,-251.0,40.0,115.0,7.0,-18.0,38.0,-951.0,313.0
30.0,-247.0,40.0,116.0,5.0,-15.0,42.0,-950.0,312.0
33.0,-246.0,36.0,119.0,5.0,-17.0,49.0,-939.0,313.0
32.0,-244.0,39.0,116.0,3.0,-15.0,46.0,-943.0,305.0
40.0,-244.0,35.0,104.0,3.0,-11.0,29.0,-945.0,308.0
29.0,-248.0,41.0,90.0,5.0,-7.0,32.0,-954.0,312.0
30.0,-250.0,44.0,77.0,8.0,-5.0,35.0,-952.0,316.0
27.0,-247.0,41.0,67.0,10.0,-2.0,37.0,-951.0,319.0
28.0,-247.0,39.0,59.0,10.0,-5.0,33.0,-950.0,316.0
29.0,-249.0,34.0,51.0,6.0,-6.0,33.0,-948.0,318.0
32.0,-247.0,37.0,42.0,0.0,-5.0,37.0,-951.0,312.0
30.0,-247.0,38.0,33.0,-4.0,-5.0,33.0,-950.0,312.0
28.0,-249.0,33.0,26.0,-6.0,-5.0,37.0,-946.0,314.0
30.0,-243.0,36.0,22.0,-7.0,-6.0,37.0,-943.0,307.0
32.0,-246.0,40.0,16.0,-6.0,-6.0,38.0,-945.0,310.0
39.0,-223.0,52.0,13.0,-3.0,-6.0,39.0,-947.0,308.0
29.0,-248.0,42.0,10.0,-2.0,-5.0,38.0,-945.0,312.0
32.0,-244.0,41.0,8.0,0.0,-3.0,36.0,-947.0,315.0
30.0,-247.0,36.0,10.0,1.0,-4.0,39.0,-946.0,316.0
31.0,-244.0,37.0,9.0,0.0,-4.0,37.0,-946.0,320.0
26.0,-247.0,45.0,8.0,0.0,-6.0,41.0,-946.0,320.0
29.0,-248.0,44.0,6.0,-1.0,-5.0,33.0,-950.0,318.0
33.0,-248.0,39.0,5.0,-1.0,-6.0,40.0,-944.0,321.0
30.0,-248.0,40.0,5.0,-2.0,-4.0,40.0,-949.0,318.0
29.0,-249.0,38.0,4.0,-2.0,-5.0,36.0,-949.0,318.0
30.0,-249.0,43.0,1.0,-1.0,-5.0,32.0,-949.0,323.0
21.0,-257.0,56.0,-3.0,-1.0,-5.0,39.0,-946.0,317.0
29.0,-246.0,40.0,-5.0,-1.0,-7.0,33.0,-952.0,318.0
30.0,-248.0,40.0,-4.0,0.0,-6.0,31.0,-958.0,321.0
26.0,-249.0,43.0,-3.0,0.0,-6.0,29.0,-947.0,320.0
29.0,-246.0,40.0,-2.0,-1.0,-7.0,28.0,-948.0,322.0
31.0,-246.0,44.0,0.0,-6.0,-7.0,37.0,-944.0,319.0
30.0,-246.0,39.0,3.0,-9.0,-6.0,35.0,-944.0,321.0
30.0,-246.0,44.0,6.0,-11.0,-7.0,36.0,-937.0,319.0
30.0,-245.0,45.0,8.0,-13.0,-8.0,32.0,-940.0,317.0
29.0,-245.0,40.0,10.0,-16.0,-11.0,45.0,-937.0,326.0
30.0,-244.0,44.0,12.0,-22.0,-15.0,41.0,-937.0,330.0
40.0,-242.0,46.0,16.0,-26.0,-20.0,46.0,-937.0,325.0
30.0,-244.0,46.0,19.0,-30.0,-22.0,50.0,-938.0,324.0
31.0,-245.0,44.0,19.0,-30.0,-23.0,44.0,-943.0,327.0
32.0,-248.0,41.0,14.0,-29.0,-24.0,46.0,-946.0,325.0
32.0,-246.0,40.0,7.0,-28.0,-24.0,46.0,-948.0,326.0
30.0,-249.0,45.0,-2.0,-24.0,-23.0,44.0,-951.0,324.0
31.0,-248.0,44.0,-10.0,-19.0,-19.0,38.0,-957.0,320.0
30.0,-249.0,42.0,-17.0,-13.0,-18.0,38.0,-962.0,329.0
29.0,-246.0,46.0,-26.0,-7.0,-18.0,34.0,-958.0,323.0
30.0,-248.0,41.0,-29.0,-7.0,-18.0,37.0,-951.0,320.0
30.0,-246.0,44.0,-29.0,-9.0,-20.0,40.0,-948.0,318.0
30.0,-247.0,42.0,-28.0,-12.0,-20.0,38.0,-945.0,319.0
32.0,-246.0,44.0,-29.0,-12.0,-19.0,34.0,-950.0,316.0
32.0,-248.0,43.0,-31.0,-10.0,-19.0,39.0,-946.0,318.0
33.0,-247.0,42.0,-33.0,-9.0,-17.0,35.0,-946.0,319.0
30.0,-249.0,43.0,-36.0,-8.0,-16.0,43.0,-949.0,321.0
30.0,-248.0,43.0,-35.0,-5.0,-15.0,45.0,-949.0,324.0
29.0,-247.0,44.0,-35.0,-1.0,-13.0,41.0,-952.0,320.0
30.0,-250.0,42.0,-36.0,4.0,-12.0,45.0,-950.0,324.0
31.0,-248.0,39.0,-38.0,8.0,-10.0,37.0,-950.0,332.0
28.0,-248.0,43.0,-40.0,10.0,-8.0,41.0,-951.0,326.0
32.0,-251.0,44.0,-41.0,6.0,-8.0,35.0,-949.0,324.0
28.0,-249.0,44.0,-42.0,1.0,-6.0,36.0,-953.0,324.0
29.0,-244.0,46.0,-44.0,-3.0,-6.0,33.0,-950.0,326.0
29.0,-246.0,42.0,-41.0,-3.0,-5.0,33.0,-951.0,324.0
33.0,-249.0,39.0,-42.0,-5.0,-4.0,27.0,-948.0,323.0
27.0,-249.0,47.0,-44.0,-1.0,-2.0,31.0,-948.0,330.0
30.0,-247.0,42.0,-46.0,0.0,-1.0,36.0,-947.0,325.0
32.0,-250.0,44.0,-49.0,4.0,-1.0,34.0,-948.0,324.0
30.0,-248.0,43.0,-54.0,4.0,-2.0,40.0,-947.0,322.0
29.0,-247.0,41.0,-57.0,5.0,-4.0,39.0,-952.0,324.0
27.0,-247.0,46.0,-62.0,6.0,-7.0,39.0,-948.0,325.0
31.0,-248.0,38.0,-68.0,9.0,-7.0,40.0,-946.0,324.0
31.0,-247.0,42.0,-74.0,12.0,-6.0,43.0,-942.0,319.0
31.0,-246.0,39.0,-78.0,18.0,-9.0,44.0,-946.0,317.0
33.0,-248.0,44.0,-73.0,24.0,-11.0,46.0,-942.0,313.0
35.0,-247.0,42.0,-72.0,29.0,-12.0,54.0,-942.0,320.0
36.0,-246.0,41.0,-71.0,29.0,-12.0,49.0,-943.0,320.0
34.0,-247.0,42.0,-69.0,29.0,-12.0,53.0,-942.0,323.0
40.0,-249.0,43.0,-67.0,28.0,-11.0,56.0,-943.0,320.0
34.0,-246.0,40.0,-62.0,30.0,-10.0,51.0,-948.0,324.0
32.0,-247.0,43.0,-62.0,31.0,-10.0,51.0,-949.0,321.0
32.0,-251.0,38.0,-63.0,33.0,-8.0,52.0,-947.0,323.0
30.0,-247.0,45.0,-64.0,34.0,-6.0,45.0,-950.0,319.0
32.0,-247.0,42.0,-64.0,32.0,-6.0,45.0,-951.0,322.0
32.0,-247.0,43.0,-63.0,29.0,-5.0,45.0,-952.0,322.0
31.0,-249.0,43.0,-60.0,23.0,-3.0,42.0,-949.0,319.0
28.0,-244.0,43.0,-60.0,18.0,-2.0,37.0,-947.0,322.0
33.0,-247.0,43.0,-62.0,14.0,-1.0,38.0,-945.0,324.0
32.0,-247.0,43.0,-64.0,10.0,-1.0,41.0,-946.0,322.0
29.0,-248.0,40.0,-62.0,8.0,-2.0,38.0,-948.0,328.0
29.0,-246.0,45.0,-64.0,4.0,-3.0,39.0,-944.0,328.0
28.0,-250.0,45.0,-63.0,2.0,-4.0,35.0,-946.0,322.0
31.0,-250.0,40.0,-60.0,4.0,-4.0,36.0,-948.0,320.0
31.0,-248.0,43.0,-62.0,7.0,-5.0,43.0,-945.0,323.0
29.0,-250.0,40.0,-61.0,10.0,-5.0,43.0,-949.0,319.0
33.0,-250.0,43.0,-61.0,13.0,-5.0,34.0,-953.0,320.0
31.0,-249.0,35.0,-64.0,16.0,-3.0,40.0,-952.0,321.0
31.0,-250.0,43.0,-64.0,18.0,-5.0,42.0,-955.0,317.0
30.0,-250.0,41.0,-63.0,19.0,-5.0,42.0,-957.0,320.0
35.0,-252.0,45.0,-58.0,22.0,-6.0,46.0,-959.0,316.0
31.0,-248.0,41.0,-54.0,20.0,-5.0,42.0,-958.0,316.0
32.0,-252.0,40.0,-51.0,17.0,-4.0,38.0,-953.0,313.0
31.0,-247.0,39.0,-46.0,13.0,-5.0,43.0,-956.0,312.0
32.0,-252.0,41.0,-42.0,10.0,-4.0,38.0,-954.0,310.0
33.0,-252.0,41.0,-40.0,9.0,-4.0,35.0,-954.0,318.0
30.0,-248.0,41.0,-37.0,7.0,-2.0,36.0,-953.0,318.0
29.0,-244.0,41.0,-35.0,5.0,-2.0,38.0,-947.0,315.0
28.0,-251.0,42.0,-35.0,6.0,-2.0,36.0,-955.0,319.0
29.0,-248.0,41.0,-36.0,7.0,-1.0,33.0,-951.0,318.0
31.0,-247.0,42.0,-35.0,8.0,-2.0,37.0,-947.0,320.0
30.0,-247.0,38.0,-36.0,8.0,-2.0,35.0,-948.0,317.0
27.0,-245.0,41.0,-34.0,7.0,-2.0,38.0,-944.0,318.0
31.0,-248.0,40.0,-34.0,6.0,-3.0,36.0,-947.0,320.0
30.0,-246.0,41.0,-33.0,4.0,-3.0,37.0,-948.0,317.0
30.0,-247.0,42.0,-33.0,3.0,-3.0,30.0,-947.0,316.0
31.0,-245.0,41.0,-35.0,3.0,-1.0,39.0,-945.0,322.0
31.0,-246.0,41.0,-35.0,4.0,-1.0,41.0,-949.0,322.0
30.0,-248.0,39.0,-37.0,5.0,-3.0,41.0,-947.0,322.0
31.0,-250.0,42.0,-38.0,5.0,-4.0,42.0,-951.0,318.0
29.0,-247.0,42.0,-41.0,4.0,-6.0,38.0,-954.0,324.0
32.0,-249.0,41.0,-41.0,3.0,-6.0,43.0,-945.0,318.0
31.0,-248.0,40.0,-40.0,4.0,-7.0,38.0,-950.0,321.0
31.0,-250.0,43.0,-40.0,5.0,-7.0,47.0,-953.0,314.0
31.0,-250.0,42.0,-40.0,7.0,-5.0,38.0,-952.0,318.0
31.0,-248.0,39.0,-37.0,8.0,-4.0,46.0,-943.0,315.0
