acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-9.0,-235.0,-113.0,94.0,19.0,-21.0,-1.0,-894.0,-502.0
-9.0,-236.0,-113.0,101.0,20.0,-20.0,-3.0,-897.0,-502.0
-6.0,-235.0,-115.0,108.0,19.0,-20.0,-7.0,-890.0,-502.0
-9.0,-234.0,-112.0,113.0,20.0,-21.0,-6.0,-890.0,-502.0
-9.0,-231.0,-110.0,115.0,20.0,-21.0,-3.0,-888.0,-497.0
-7.0,-229.0,-114.0,115.0,21.0,-20.0,-7.0,-886.0,-503.0
-5.0,-230.0,-111.0,113.0,19.0,-20.0,-7.0,-884.0,-499.0
-9.0,-226.0,-114.0,108.0,18.0,-22.0,-2.0,-878.0,-504.0
-9.0,-233.0,-109.0,104.0,16.0,-22.0,-7.0,-886.0,-501.0
-7.0,-233.0,-112.0,98.0,14.0,-21.0,-6.0,-882.0,-499.0
-2.0,-235.0,-114.0,95.0,13.0,-22.0,-5.0,-891.0,-504.0
-8.0,-233.0,-110.0,91.0,12.0,-24.0,-5.0,-892.0,-499.0
-6.0,-233.0,-113.0,87.0,11.0,-24.0,-5.0,-893.0,-503.0
-4.0,-233.0,-113.0,84.0,15.0,-24.0,1.0,-896.0,-502.0
-2.0,-236.0,-109.0,82.0,18.0,-25.0,-2.0,-894.0,-502.0
-3.0,-234.0,-107.0,82.0,21.0,-25.0,1.0,-903.0,-502.0
-7.0,-234.0,-112.0,86.0,24.0,-27.0,1.0,-902.0,-496.0
-1.0,-236.0,-109.0,88.0,26.0,-26.0,4.0,-898.0,-498.0
-2.0,-239.0,-111.0,92.0,26.0,-24.0,8.0,-898.0,-499.0
-2.0,-238.0,-112.0,94.0,28.0,-24.0,10.0,-902.0,-498.0
-3.0,-235.0,-113.0,99.0,28.0,-23.0,16.0,-898.0,-494.0
-1.0,-234.0,-106.0,103.0,30.0,-20.0,10.0,-895.0,-488.0
-1.0,-234.0,-108.0,108.0,33.0,-20.0,16.0,-894.0,-485.0
0.0,-235.0,-104.0,107.0,39.0,-18.0,14.0,-893.0,-483.0
-2.0,-235.0,-109.0,107.0,44.0,-15.0,18.0,-891.0,-486.0
0.0,-231.0,-106.0,106.0,50.0,-12.0,14.0,-887.0,-484.0
-1.0,-234.0,-110.0,103.0,55.0,-10.0,14.0,-888.0,-482.0
-1.0,-231.0,-107.0,97.0,58.0,-8.0,16.0,-882.0,-478.0
0.0,-232.0,-104.0,92.0,61.0,-8.0,13.0,-884.0,-479.0
-4.0,-231.0,-108.0,86.0,62.0,-9.0,13.0,-886.0,-474.0
-5.0,-229.0,-108.0,77.0,63.0,-7.0,7.0,-878.0,-480.0
-1.0,-233.0,-109.0,70.0,63.0,-7.0,0.0,-887.0,-472.0
-2.0,-231.0,-107.0,62.0,63.0,-8.0,8.0,-880.0,-477.0
-1.0,-230.0,-104.0,56.0,65.0,-8.0,13.0,-884.0,-476.0
-4.0,-234.0,-106.0,50.0,65.0,-9.0,15.0,-887.0,-473.0
0.0,-236.0,-104.0,46.0,65.0,-10.0,12.0,-893.0,-474.0
-4.0,-240.0,-104.0,43.0,67.0,-9.0,12.0,-893.0,-474.0
-1.0,-236.0,-105.0,40.0,66.0,-8.0,15.0,-900.0,-473.0
-5.0,-234.0,-105.0,35.0,64.0,-7.0,13.0,-897.0,-476.0
-4.0,-235.0,-106.0,32.0,64.0,-5.0,17.0,-902.0,-468.0
-3.0,-237.0,-112.0,30.0,63.0,-3.0,12.0,-903.0,-477.0
-2.0,-236.0,-107.0,28.0,62.0,0.0,18.0,-902.0,-479.0
-3.0,-236.0,-108.0,26.0,62.0,2.0,15.0,-902.0,-484.0
0.0,-237.0,-105.0,25.0,60.0,5.0,15.0,-907.0,-476.0
0.0,-239.0,-110.0,25.0,58.0,7.0,17.0,-912.0,-480.0
-2.0,-241.0,-105.0,29.0,57.0,9.0,18.0,-912.0,-480.0
0.0,-236.0,-107.0,33.0,56.0,12.0,14.0,-917.0,-485.0
-3.0,-239.0,-104.0,37.0,58.0,12.0,17.0,-916.0,-480.0
-2.0,-241.0,-107.0,41.0,59.0,12.0,12.0,-915.0,-479.0
-2.0,-241.0,-108.0,46.0,63.0,11.0,16.0,-911.0,-477.0
-5.0,-238.0,-108.0,49.0,66.0,9.0,18.0,-910.0,-475.0
-2.0,-240.0,-100.0,53.0,70.0,5.0,15.0,-912.0,-472.0
-2.0,-237.0,-100.0,56.0,76.0,3.0,14.0,-903.0,-468.0
0.0,-239.0,-104.0,57.0,81.0,2.0,18.0,-908.0,-465.0
0.0,-239.0,-106.0,57.0,85.0,-1.0,16.0,-901.0,-468.0
0.0,-236.0,-103.0,55.0,88.0,-2.0,17.0,-896.0,-468.0
0.0,-235.0,-106.0,56.0,93.0,-2.0,21.0,-903.0,-464.0
-1.0,-236.0,-105.0,52.0,97.0,-6.0,18.0,-891.0,-464.0
-2.0,-237.0,-101.0,50.0,101.0,-6.0,17.0,-895.0,-462.0
-1.0,-234.0,-102.0,47.0,102.0,-6.0,13.0,-893.0,-464.0
-1.0,-235.0,-101.0,43.0,105.0,-6.0,15.0,-901.0,-462.0
-4.0,-235.0,-101.0,39.0,106.0,-5.0,13.0,-895.0,-469.0
-4.0,-235.0,-102.0,35.0,107.0,-5.0,13.0,-895.0,-462.0
-4.0,-233.0,-103.0,31.0,110.0,-5.0,12.0,-894.0,-466.0
-6.0,-236.0,-104.0,30.0,110.0,-3.0,11.0,-897.0,-466.0
-6.0,-237.0,-104.0,30.0,110.0,-2.0,12.0,-899.0,-461.0
0.0,-239.0,-101.0,31.0,109.0,-2.0,10.0,-896.0,-464.0
-2.0,-237.0,-102.0,33.0,109.0,-2.0,10.0,-900.0,-466.0
-5.0,-234.0,-103.0,33.0,109.0,-2.0,14.0,-903.0,-466.0
-2.0,-236.0,-103.0,33.0,111.0,-2.0,9.0,-897.0,-464.0
-4.0,-234.0,-103.0,33.0,111.0,-3.0,9.0,-898.0,-465.0
-4.0,-236.0,-102.0,34.0,112.0,-3.0,10.0,-903.0,-465.0
-1.0,-237.0,-102.0,32.0,113.0,-2.0,8.0,-897.0,-466.0
-3.0,-237.0,-105.0,31.0,115.0,-1.0,14.0,-899.0,-464.0
-1.0,-235.0,-107.0,30.0,116.0,-1.0,19.0,-899.0,-470.0
-3.0,-237.0,-104.0,29.0,120.0,-1.0,15.0,-901.0,-464.0
-2.0,-236.0,-101.0,27.0,123.0,-1.0,13.0,-903.0,-465.0
-1.0,-239.0,-104.0,26.0,125.0,-1.0,15.0,-901.0,-462.0
0.0,-239.0,-105.0,26.0,128.0,-1.0,16.0,-899.0,-464.0
-2.0,-235.0,-98.0,26.0,130.0,-3.0,11.0,-900.0,-462.0
1.0,-237.0,-102.0,26.0,133.0,-2.0,17.0,-899.0,-463.0
-3.0,-236.0,-106.0,26.0,133.0,-4.0,14.0,-901.0,-464.0
-3.0,-233.0,-103.0,27.0,135.0,-3.0,11.0,-903.0,-458.0
-1.0,-237.0,-102.0,27.0,136.0,-4.0,10.0,-904.0,-463.0
0.0,-232.0,-102.0,26.0,139.0,-2.0,16.0,-901.0,-463.0
0.0,-237.0,-103.0,24.0,137.0,-4.0,12.0,-898.0,-463.0
-3.0,-236.0,-102.0,23.0,139.0,-4.0,17.0,-898.0,-461.0
-3.0,-237.0,-102.0,22.0,140.0,-5.0,11.0,-905.0,-459.0
0.0,-239.0,-103.0,20.0,139.0,-6.0,15.0,-903.0,-460.0
-4.0,-237.0,-100.0,19.0,139.0,-7.0,19.0,-900.0,-457.0
0.0,-239.0,-100.0,17.0,137.0,-7.0,18.0,-904.0,-460.0
-2.0,-237.0,-102.0,13.0,135.0,-6.0,13.0,-904.0,-458.0
0.0,-237.0,-101.0,10.0,133.0,-6.0,19.0,-907.0,-453.0
-1.0,-238.0,-98.0,7.0,129.0,-4.0,13.0,-903.0,-450.0
-4.0,-237.0,-103.0,5.0,127.0,-4.0,10.0,-906.0,-449.0
0.0,-239.0,-96.0,4.0,124.0,-3.0,12.0,-906.0,-450.0
-3.0,-235.0,-99.0,2.0,120.0,0.0,13.0,-908.0,-449.0
-4.0,-239.0,-99.0,0.0,118.0,1.0,13.0,-906.0,-448.0
-1.0,-238.0,-97.0,-1.0,114.0,4.0,13.0,-911.0,-447.0
-4.0,-241.0,-102.0,1.0,111.0,5.0,13.0,-909.0,-448.0
-5.0,-238.0,-100.0,3.0,109.0,5.0,11.0,-912.0,-455.0
-1.0,-240.0,-100.0,4.0,107.0,5.0,11.0,-913.0,-455.0
-5.0,-237.0,-101.0,6.0,105.0,5.0,15.0,-916.0,-447.0
-4.0,-242.0,-103.0,9.0,102.0,7.0,13.0,-910.0,-452.0
-2.0,-241.0,-99.0,11.0,100.0,7.0,13.0,-913.0,-449.0
0.0,-240.0,-98.0,12.0,97.0,5.0,18.0,-911.0,-449.0
-5.0,-237.0,-100.0,11.0,94.0,5.0,12.0,-909.0,-450.0
-2.0,-238.0,-100.0,5.0,89.0,7.0,17.0,-911.0,-454.0
-5.0,-238.0,-100.0,-2.0,86.0,7.0,16.0,-910.0,-452.0
-3.0,-243.0,-102.0,-7.0,83.0,10.0,16.0,-909.0,-452.0
0.0,-241.0,-98.0,-14.0,81.0,10.0,13.0,-911.0,-452.0
-3.0,-241.0,-100.0,-21.0,78.0,9.0,12.0,-918.0,-451.0
-7.0,-242.0,-100.0,-26.0,80.0,8.0,13.0,-918.0,-454.0
-3.0,-244.0,-99.0,-26.0,79.0,7.0,11.0,-921.0,-450.0
-2.0,-242.0,-99.0,-26.0,79.0,7.0,11.0,-922.0,-449.0
-5.0,-244.0,-99.0,-23.0,79.0,5.0,11.0,-925.0,-452.0
-1.0,-242.0,-97.0,-19.0,81.0,2.0,12.0,-921.0,-457.0
-6.0,-241.0,-102.0,-13.0,83.0,0.0,10.0,-918.0,-459.0
-2.0,-241.0,-98.0,-6.0,86.0,-2.0,15.0,-920.0,-450.0
0.0,-241.0,-100.0,-2.0,90.0,-5.0,17.0,-918.0,-456.0
-1.0,-241.0,-100.0,3.0,94.0,-5.0,16.0,-908.0,-456.0
-1.0,-240.0,-101.0,7.0,97.0,-8.0,17.0,-906.0,-456.0
0.0,-236.0,-100.0,8.0,104.0,-10.0,22.0,-903.0,-458.0
