acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-1.0,-251.0,-73.0,-40.0,66.0,-13.0,-32.0,-956.0,-241.0
-3.0,-247.0,-77.0,-35.0,67.0,-12.0,-32.0,-950.0,-238.0
-1.0,-246.0,-77.0,-30.0,67.0,-14.0,-29.0,-955.0,-238.0
0.0,-245.0,-75.0,-30.0,69.0,-10.0,-35.0,-951.0,-239.0
-2.0,-247.0,-77.0,-29.0,69.0,-10.0,-31.0,-949.0,-243.0
2.0,-246.0,-89.0,-30.0,68.0,-9.0,-33.0,-947.0,-234.0
-4.0,-246.0,-76.0,-32.0,67.0,-9.0,-34.0,-951.0,-238.0
-1.0,-246.0,-75.0,-32.0,65.0,-6.0,-34.0,-949.0,-236.0
-1.0,-245.0,-73.0,-32.0,65.0,-5.0,-29.0,-950.0,-232.0
0.0,-247.0,-74.0,-33.0,66.0,-2.0,-35.0,-954.0,-227.0
-1.0,-248.0,-74.0,-32.0,64.0,-1.0,-33.0,-951.0,-225.0
2.0,-249.0,-72.0,-31.0,63.0,2.0,-37.0,-956.0,-226.0
-3.0,-244.0,-75.0,-29.0,62.0,0.0,-28.0,-954.0,-233.0
3.0,-250.0,-77.0,-28.0,64.0,2.0,-29.0,-954.0,-234.0
-1.0,-247.0,-74.0,-29.0,64.0,-1.0,-36.0,-959.0,-239.0
0.0,-249.0,-81.0,-28.0,63.0,-1.0,-35.0,-960.0,-242.0
-2.0,-245.0,-79.0,-29.0,63.0,-3.0,-33.0,-952.0,-242.0
-3.0,-245.0,-76.0,-26.0,63.0,-4.0,-34.0,-958.0,-241.0
-3.0,-244.0,-79.0,-25.0,63.0,-6.0,-31.0,-948.0,-246.0
-3.0,-249.0,-76.0,-24.0,63.0,-6.0,-37.0,-949.0,-240.0
0.0,-245.0,-76.0,-24.0,61.0,-9.0,-31.0,-950.0,-240.0
-4.0,-246.0,-75.0,-27.0,59.0,-9.0,-30.0,-948.0,-234.0
0.0,-239.0,-87.0,-31.0,58.0,-11.0,-32.0,-945.0,-237.0
1.0,-243.0,-82.0,-32.0,55.0,-12.0,-29.0,-937.0,-236.0
-5.0,-251.0,-93.0,-31.0,56.0,-12.0,-29.0,-945.0,-244.0
