acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
20.0,-269.0,-8.0,-19.0,60.0,-3.0,77.0,-1036.0,61.0
25.0,-269.0,-4.0,-19.0,60.0,1.0,79.0,-1035.0,61.0
24.0,-269.0,-7.0,-19.0,61.0,-1.0,76.0,-1032.0,59.0
26.0,-269.0,-8.0,-19.0,59.0,0.0,78.0,-1035.0,61.0
22.0,-270.0,-8.0,-19.0,59.0,-1.0,76.0,-1034.0,66.0
22.0,-271.0,-16.0,-18.0,59.0,0.0,80.0,-1038.0,65.0
23.0,-271.0,-8.0,-19.0,58.0,-2.0,74.0,-1035.0,65.0
23.0,-270.0,-9.0,-17.0,59.0,-1.0,78.0,-1030.0,66.0
24.0,-271.0,-9.0,-20.0,59.0,-3.0,77.0,-1034.0,69.0
24.0,-270.0,-6.0,-20.0,57.0,0.0,76.0,-1036.0,68.0
21.0,-268.0,-6.0,-19.0,57.0,-4.0,70.0,-1036.0,58.0
22.0,-270.0,-7.0,-19.0,58.0,-3.0,71.0,-1037.0,67.0
26.0,-273.0,-10.0,-20.0,58.0,-5.0,75.0,-1039.0,64.0
26.0,-269.0,-10.0,-20.0,58.0,-3.0,74.0,-1031.0,65.0
25.0,-272.0,-10.0,-20.0,57.0,-4.0,76.0,-1036.0,67.0
26.0,-270.0,-6.0,-21.0,58.0,-1.0,75.0,-1038.0,66.0
26.0,-272.0,-7.0,-22.0,58.0,-5.0,76.0,-1039.0,65.0
23.0,-270.0,-12.0,-23.0,56.0,-2.0,76.0,-1034.0,63.0
25.0,-271.0,-9.0,-23.0,55.0,-4.0,76.0,-1037.0,61.0
27.0,-273.0,-7.0,-24.0,56.0,-3.0,82.0,-1034.0,62.0
20.0,-269.0,-8.0,-25.0,57.0,-5.0,76.0,-1033.0,62.0
24.0,-271.0,-9.0,-24.0,57.0,-2.0,79.0,-1030.0,65.0
32.0,-266.0,-5.0,-27.0,57.0,-3.0,74.0,-1031.0,64.0
27.0,-259.0,-9.0,-28.0,57.0,-3.0,75.0,-1034.0,65.0
27.0,-271.0,-2.0,-27.0,55.0,-4.0,80.0,-1034.0,65.0
29.0,-273.0,-11.0,-28.0,58.0,-2.0,80.0,-1035.0,67.0
33.0,-272.0,-12.0,-28.0,57.0,-5.0,79.0,-1033.0,60.0
29.0,-277.0,-8.0,-28.0,58.0,-2.0,83.0,-1039.0,65.0
21.0,-273.0,-2.0,-28.0,59.0,-4.0,76.0,-1035.0,63.0
28.0,-274.0,-15.0,-29.0,58.0,-1.0,79.0,-1033.0,63.0
14.0,-279.0,-9.0,-29.0,60.0,-4.0,80.0,-1035.0,63.0
28.0,-262.0,-4.0,-30.0,60.0,-2.0,76.0,-1032.0,59.0
16.0,-274.0,-11.0,-30.0,60.0,-3.0,86.0,-1031.0,58.0
20.0,-270.0,-9.0,-30.0,60.0,0.0,77.0,-1038.0,64.0
18.0,-264.0,-2.0,-31.0,59.0,-1.0,78.0,-1029.0,63.0
20.0,-263.0,-11.0,-31.0,58.0,-1.0,78.0,-1028.0,62.0
18.0,-273.0,-4.0,-32.0,58.0,-3.0,81.0,-1033.0,61.0
17.0,-271.0,-16.0,-33.0,58.0,0.0,79.0,-1036.0,60.0
20.0,-273.0,-4.0,-31.0,58.0,-3.0,76.0,-1036.0,62.0
22.0,-271.0,-14.0,-33.0,58.0,-1.0,73.0,-1032.0,59.0
24.0,-267.0,0.0,-33.0,57.0,-4.0,79.0,-1035.0,62.0
8.0,-286.0,-23.0,-31.0,57.0,-2.0,82.0,-1035.0,58.0
