acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
29.0,-264.0,23.0,-80.0,23.0,-14.0,106.0,-1011.0,178.0
32.0,-264.0,22.0,-82.0,21.0,-16.0,107.0,-1009.0,174.0
34.0,-266.0,20.0,-82.0,22.0,-15.0,108.0,-1012.0,182.0
34.0,-264.0,20.0,-83.0,22.0,-15.0,108.0,-1013.0,176.0
31.0,-260.0,21.0,-84.0,23.0,-14.0,106.0,-1009.0,178.0
32.0,-263.0,19.0,-84.0,24.0,-13.0,112.0,-1005.0,178.0
31.0,-264.0,20.0,-84.0,25.0,-11.0,111.0,-1008.0,173.0
32.0,-261.0,18.0,-84.0,27.0,-9.0,111.0,-1003.0,177.0
35.0,-262.0,17.0,-84.0,30.0,-6.0,107.0,-1003.0,179.0
31.0,-264.0,18.0,-86.0,31.0,-5.0,107.0,-1006.0,179.0
33.0,-264.0,23.0,-86.0,32.0,-2.0,107.0,-1007.0,177.0
34.0,-263.0,19.0,-91.0,33.0,2.0,106.0,-1007.0,172.0
32.0,-263.0,18.0,-97.0,31.0,6.0,103.0,-1010.0,178.0
31.0,-260.0,21.0,-101.0,32.0,7.0,104.0,-1006.0,174.0
31.0,-264.0,18.0,-108.0,32.0,13.0,100.0,-1006.0,177.0
29.0,-265.0,24.0,-112.0,30.0,15.0,97.0,-1011.0,179.0
32.0,-265.0,23.0,-114.0,29.0,19.0,106.0,-1018.0,183.0
32.0,-264.0,22.0,-116.0,28.0,20.0,107.0,-1021.0,181.0
31.0,-265.0,19.0,-120.0,26.0,24.0,108.0,-1022.0,184.0
31.0,-266.0,23.0,-128.0,23.0,24.0,112.0,-1030.0,173.0
36.0,-271.0,18.0,-137.0,19.0,21.0,121.0,-1034.0,173.0
37.0,-273.0,22.0,-139.0,13.0,14.0,126.0,-1032.0,168.0
39.0,-264.0,14.0,-137.0,16.0,10.0,129.0,-1032.0,167.0
36.0,-282.0,43.0,-137.0,18.0,3.0,129.0,-1054.0,177.0
46.0,-275.0,25.0,-134.0,17.0,-3.0,139.0,-1056.0,173.0
39.0,-275.0,15.0,-126.0,16.0,-12.0,141.0,-1048.0,171.0
39.0,-278.0,14.0,-123.0,16.0,-15.0,145.0,-1043.0,178.0
53.0,-260.0,31.0,-120.0,11.0,-21.0,149.0,-1031.0,179.0
44.0,-258.0,24.0,-117.0,10.0,-24.0,150.0,-1024.0,184.0
35.0,-267.0,30.0,-113.0,11.0,-25.0,143.0,-1016.0,189.0
35.0,-267.0,19.0,-110.0,16.0,-26.0,138.0,-1023.0,188.0
41.0,-267.0,15.0,-107.0,23.0,-27.0,132.0,-1016.0,191.0
43.0,-259.0,13.0,-103.0,34.0,-26.0,127.0,-1005.0,196.0
45.0,-254.0,31.0,-98.0,42.0,-26.0,127.0,-989.0,196.0
34.0,-261.0,27.0,-94.0,50.0,-22.0,123.0,-987.0,199.0
41.0,-258.0,27.0,-89.0,58.0,-20.0,125.0,-971.0,209.0
30.0,-254.0,29.0,-84.0,64.0,-15.0,127.0,-972.0,213.0
33.0,-259.0,29.0,-79.0,69.0,-13.0,118.0,-969.0,223.0
25.0,-259.0,40.0,-74.0,70.0,-7.0,116.0,-973.0,234.0
34.0,-268.0,21.0,-73.0,68.0,-2.0,112.0,-976.0,239.0
31.0,-260.0,39.0,-71.0,65.0,4.0,106.0,-981.0,244.0
30.0,-256.0,44.0,-69.0,59.0,8.0,106.0,-981.0,244.0
32.0,-258.0,39.0,-68.0,50.0,18.0,100.0,-975.0,249.0
29.0,-258.0,40.0,-67.0,42.0,22.0,97.0,-981.0,254.0
28.0,-259.0,38.0,-68.0,34.0,29.0,92.0,-984.0,251.0
26.0,-257.0,43.0,-67.0,26.0,34.0,91.0,-991.0,260.0
24.0,-259.0,43.0,-67.0,17.0,38.0,88.0,-997.0,257.0
26.0,-261.0,43.0,-63.0,11.0,41.0,86.0,-1001.0,260.0
31.0,-265.0,43.0,-61.0,7.0,45.0,91.0,-1008.0,257.0
29.0,-264.0,30.0,-56.0,3.0,49.0,94.0,-1004.0,255.0
31.0,-263.0,40.0,-51.0,-2.0,51.0,100.0,-1003.0,249.0
33.0,-264.0,40.0,-48.0,-6.0,52.0,105.0,-1000.0,248.0
32.0,-260.0,35.0,-46.0,-10.0,56.0,109.0,-1003.0,241.0
32.0,-261.0,36.0,-47.0,-11.0,56.0,112.0,-1005.0,240.0
36.0,-261.0,39.0,-46.0,-8.0,58.0,117.0,-1004.0,233.0
38.0,-262.0,37.0,-44.0,-4.0,58.0,123.0,-997.0,232.0
39.0,-263.0,33.0,-42.0,1.0,59.0,129.0,-1003.0,222.0
38.0,-264.0,31.0,-37.0,5.0,57.0,136.0,-1008.0,220.0
42.0,-265.0,33.0,-35.0,11.0,57.0,136.0,-1011.0,222.0
40.0,-262.0,34.0,-32.0,17.0,56.0,137.0,-1013.0,213.0
40.0,-265.0,27.0,-28.0,21.0,55.0,139.0,-1015.0,211.0
41.0,-265.0,25.0,-25.0,23.0,55.0,146.0,-1009.0,208.0
40.0,-265.0,29.0,-23.0,26.0,57.0,136.0,-1012.0,202.0
40.0,-262.0,23.0,-22.0,23.0,57.0,139.0,-1010.0,191.0
40.0,-261.0,22.0,-22.0,21.0,58.0,137.0,-1003.0,188.0
38.0,-260.0,21.0,-22.0,18.0,56.0,134.0,-999.0,176.0
37.0,-260.0,21.0,-26.0,14.0,55.0,126.0,-992.0,176.0
37.0,-255.0,12.0,-31.0,7.0,54.0,120.0,-985.0,157.0
31.0,-255.0,13.0,-40.0,-1.0,53.0,109.0,-973.0,156.0
30.0,-250.0,11.0,-49.0,-13.0,52.0,105.0,-973.0,143.0
27.0,-253.0,8.0,-56.0,-25.0,50.0,90.0,-966.0,142.0
22.0,-249.0,9.0,-66.0,-41.0,43.0,73.0,-965.0,141.0
21.0,-251.0,9.0,-78.0,-65.0,37.0,64.0,-961.0,131.0
17.0,-247.0,9.0,-87.0,-87.0,28.0,53.0,-956.0,136.0
14.0,-245.0,7.0,-94.0,-114.0,18.0,44.0,-945.0,123.0
11.0,-245.0,6.0,-102.0,-145.0,3.0,31.0,-951.0,125.0
5.0,-245.0,3.0,-111.0,-181.0,-11.0,18.0,-954.0,132.0
2.0,-249.0,9.0,-123.0,-216.0,-26.0,-4.0,-958.0,131.0
-2.0,-256.0,6.0,-135.0,-255.0,-36.0,-16.0,-972.0,138.0
-2.0,-257.0,11.0,-141.0,-294.0,-41.0,-26.0,-983.0,142.0
-7.0,-264.0,15.0,-140.0,-331.0,-47.0,-27.0,-1010.0,153.0
-7.0,-272.0,13.0,-133.0,-362.0,-51.0,-27.0,-1029.0,161.0
-4.0,-274.0,16.0,-133.0,-393.0,-47.0,-15.0,-1065.0,169.0
-2.0,-281.0,21.0,-141.0,-416.0,-45.0,-27.0,-1086.0,184.0
0.0,-285.0,19.0,-141.0,-439.0,-39.0,-19.0,-1108.0,181.0
4.0,-288.0,25.0,-142.0,-459.0,-31.0,-3.0,-1114.0,188.0
8.0,-285.0,20.0,-144.0,-474.0,-18.0,13.0,-1106.0,167.0
13.0,-283.0,21.0,-151.0,-479.0,-5.0,24.0,-1094.0,176.0
10.0,-276.0,18.0,-150.0,-478.0,13.0,10.0,-1082.0,180.0
9.0,-274.0,25.0,-143.0,-483.0,38.0,24.0,-1059.0,175.0
15.0,-269.0,26.0,-137.0,-475.0,61.0,28.0,-1031.0,195.0
16.0,-268.0,31.0,-119.0,-464.0,86.0,39.0,-1016.0,216.0
16.0,-263.0,42.0,-100.0,-438.0,94.0,48.0,-1005.0,236.0
22.0,-263.0,45.0,-89.0,-416.0,100.0,70.0,-994.0,267.0
26.0,-258.0,54.0,-92.0,-403.0,101.0,93.0,-986.0,295.0
