acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
25.0,-138.0,177.0,-60.0,26.0,-8.0,23.0,-525.0,849.0
27.0,-134.0,173.0,-61.0,26.0,-6.0,22.0,-527.0,854.0
24.0,-135.0,175.0,-62.0,23.0,-7.0,26.0,-526.0,862.0
27.0,-137.0,176.0,-64.0,21.0,-5.0,19.0,-523.0,853.0
24.0,-138.0,172.0,-66.0,19.0,-5.0,26.0,-526.0,864.0
26.0,-137.0,172.0,-67.0,20.0,-5.0,21.0,-528.0,856.0
25.0,-137.0,171.0,-66.0,19.0,-5.0,18.0,-527.0,858.0
26.0,-138.0,174.0,-66.0,19.0,-4.0,16.0,-527.0,861.0
23.0,-139.0,172.0,-67.0,18.0,-6.0,22.0,-529.0,858.0
25.0,-138.0,170.0,-67.0,18.0,-6.0,21.0,-526.0,861.0
26.0,-140.0,172.0,-67.0,17.0,-7.0,22.0,-528.0,858.0
26.0,-144.0,175.0,-65.0,20.0,-9.0,23.0,-524.0,857.0
26.0,-140.0,176.0,-65.0,21.0,-8.0,21.0,-529.0,861.0
25.0,-140.0,176.0,-65.0,22.0,-9.0,23.0,-529.0,859.0
24.0,-140.0,173.0,-65.0,26.0,-10.0,23.0,-528.0,859.0
25.0,-138.0,175.0,-66.0,28.0,-10.0,20.0,-528.0,859.0
25.0,-137.0,173.0,-68.0,29.0,-11.0,20.0,-523.0,858.0
24.0,-137.0,175.0,-71.0,31.0,-12.0,23.0,-529.0,857.0
25.0,-134.0,173.0,-72.0,30.0,-11.0,26.0,-522.0,863.0
27.0,-140.0,175.0,-74.0,28.0,-11.0,21.0,-526.0,859.0
26.0,-136.0,171.0,-73.0,28.0,-10.0,21.0,-526.0,857.0
25.0,-137.0,168.0,-75.0,26.0,-10.0,30.0,-529.0,857.0
25.0,-137.0,173.0,-76.0,23.0,-10.0,21.0,-527.0,858.0
25.0,-139.0,171.0,-76.0,23.0,-9.0,29.0,-531.0,857.0
24.0,-138.0,172.0,-77.0,21.0,-9.0,27.0,-530.0,855.0
26.0,-138.0,176.0,-77.0,22.0,-8.0,20.0,-530.0,856.0
24.0,-138.0,172.0,-77.0,22.0,-7.0,25.0,-528.0,857.0
25.0,-138.0,174.0,-78.0,22.0,-8.0,26.0,-531.0,858.0
28.0,-137.0,172.0,-75.0,22.0,-6.0,25.0,-528.0,855.0
25.0,-137.0,172.0,-73.0,22.0,-6.0,27.0,-529.0,857.0
27.0,-138.0,172.0,-69.0,23.0,-6.0,22.0,-534.0,855.0
25.0,-136.0,174.0,-64.0,23.0,-4.0,26.0,-533.0,851.0
25.0,-139.0,170.0,-59.0,21.0,-4.0,32.0,-532.0,851.0
26.0,-137.0,172.0,-56.0,20.0,-3.0,25.0,-530.0,845.0
26.0,-140.0,171.0,-54.0,21.0,-4.0,30.0,-533.0,850.0
24.0,-139.0,173.0,-53.0,20.0,-4.0,26.0,-534.0,849.0
23.0,-139.0,170.0,-52.0,21.0,-5.0,27.0,-535.0,850.0
26.0,-140.0,175.0,-54.0,22.0,-7.0,18.0,-533.0,849.0
25.0,-138.0,169.0,-55.0,24.0,-7.0,22.0,-530.0,852.0
25.0,-138.0,173.0,-57.0,24.0,-9.0,24.0,-532.0,853.0
25.0,-140.0,174.0,-60.0,25.0,-9.0,17.0,-532.0,856.0
23.0,-138.0,173.0,-59.0,24.0,-10.0,20.0,-525.0,852.0
27.0,-140.0,173.0,-58.0,26.0,-11.0,25.0,-530.0,859.0
29.0,-139.0,173.0,-59.0,25.0,-11.0,19.0,-529.0,858.0
27.0,-138.0,173.0,-57.0,25.0,-10.0,22.0,-529.0,854.0
24.0,-139.0,176.0,-59.0,24.0,-10.0,23.0,-532.0,863.0
26.0,-139.0,173.0,-58.0,24.0,-10.0,23.0,-535.0,862.0
27.0,-140.0,172.0,-59.0,23.0,-10.0,23.0,-527.0,860.0
25.0,-136.0,173.0,-59.0,23.0,-9.0,21.0,-532.0,858.0
27.0,-140.0,174.0,-60.0,23.0,-10.0,21.0,-531.0,861.0
25.0,-141.0,174.0,-59.0,23.0,-9.0,18.0,-527.0,858.0
23.0,-136.0,170.0,-58.0,23.0,-9.0,26.0,-533.0,856.0
25.0,-136.0,169.0,-54.0,24.0,-9.0,18.0,-532.0,856.0
27.0,-138.0,169.0,-52.0,25.0,-10.0,18.0,-529.0,850.0
24.0,-137.0,171.0,-52.0,25.0,-9.0,24.0,-532.0,852.0
26.0,-137.0,171.0,-53.0,26.0,-9.0,23.0,-534.0,849.0
24.0,-139.0,172.0,-54.0,24.0,-9.0,24.0,-532.0,850.0
25.0,-140.0,171.0,-56.0,23.0,-7.0,24.0,-533.0,846.0
26.0,-137.0,173.0,-59.0,24.0,-7.0,23.0,-532.0,845.0
28.0,-138.0,169.0,-60.0,24.0,-6.0,23.0,-531.0,852.0
27.0,-141.0,173.0,-60.0,23.0,-7.0,27.0,-532.0,851.0
25.0,-139.0,172.0,-62.0,24.0,-7.0,24.0,-535.0,848.0
27.0,-140.0,168.0,-62.0,23.0,-7.0,27.0,-534.0,846.0
24.0,-141.0,171.0,-60.0,23.0,-7.0,24.0,-532.0,855.0
26.0,-142.0,170.0,-60.0,23.0,-9.0,25.0,-534.0,852.0
26.0,-138.0,173.0,-59.0,21.0,-9.0,22.0,-531.0,851.0
26.0,-142.0,174.0,-57.0,22.0,-9.0,23.0,-532.0,853.0
25.0,-139.0,171.0,-55.0,22.0,-9.0,23.0,-537.0,854.0
27.0,-137.0,173.0,-53.0,21.0,-9.0,19.0,-531.0,855.0
26.0,-140.0,173.0,-53.0,21.0,-8.0,25.0,-534.0,854.0
25.0,-138.0,173.0,-54.0,22.0,-11.0,23.0,-533.0,853.0
24.0,-141.0,167.0,-55.0,24.0,-9.0,23.0,-532.0,856.0
24.0,-137.0,169.0,-56.0,24.0,-10.0,24.0,-535.0,851.0
24.0,-137.0,171.0,-58.0,23.0,-9.0,25.0,-532.0,856.0
27.0,-140.0,170.0,-57.0,24.0,-8.0,22.0,-534.0,855.0
27.0,-142.0,172.0,-56.0,25.0,-7.0,21.0,-534.0,851.0
24.0,-139.0,175.0,-55.0,23.0,-8.0,15.0,-530.0,853.0
24.0,-139.0,169.0,-55.0,22.0,-8.0,19.0,-529.0,857.0
27.0,-139.0,175.0,-53.0,22.0,-9.0,19.0,-528.0,851.0
26.0,-140.0,175.0,-53.0,22.0,-8.0,21.0,-531.0,849.0
25.0,-140.0,168.0,-52.0,22.0,-8.0,25.0,-530.0,852.0
24.0,-139.0,174.0,-54.0,23.0,-7.0,17.0,-531.0,853.0
27.0,-140.0,175.0,-57.0,22.0,-7.0,23.0,-537.0,856.0
26.0,-139.0,173.0,-58.0,24.0,-9.0,26.0,-533.0,854.0
25.0,-140.0,174.0,-60.0,25.0,-9.0,23.0,-532.0,859.0
26.0,-136.0,173.0,-61.0,26.0,-8.0,26.0,-533.0,853.0
26.0,-136.0,175.0,-61.0,26.0,-9.0,22.0,-533.0,854.0
25.0,-138.0,175.0,-60.0,26.0,-7.0,20.0,-534.0,854.0
23.0,-137.0,172.0,-58.0,25.0,-7.0,20.0,-536.0,849.0
26.0,-139.0,174.0,-58.0,24.0,-7.0,22.0,-534.0,842.0
29.0,-140.0,176.0,-55.0,23.0,-8.0,20.0,-537.0,848.0
19.0,-146.0,184.0,-54.0,22.0,-9.0,22.0,-534.0,843.0
27.0,-142.0,169.0,-54.0,23.0,-10.0,21.0,-536.0,851.0
25.0,-141.0,168.0,-56.0,22.0,-9.0,22.0,-533.0,850.0
