acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
20.0,-158.0,157.0,-30.0,12.0,-3.0,7.0,-611.0,800.0
24.0,-159.0,160.0,-31.0,12.0,-2.0,5.0,-607.0,807.0
21.0,-159.0,158.0,-29.0,11.0,-1.0,8.0,-608.0,804.0
20.0,-161.0,157.0,-29.0,12.0,0.0,7.0,-611.0,805.0
20.0,-159.0,158.0,-26.0,13.0,-1.0,7.0,-611.0,800.0
20.0,-159.0,161.0,-24.0,14.0,-1.0,10.0,-610.0,800.0
21.0,-159.0,154.0,-25.0,14.0,-1.0,5.0,-604.0,798.0
20.0,-159.0,154.0,-23.0,13.0,1.0,11.0,-607.0,799.0
22.0,-157.0,157.0,-22.0,13.0,0.0,7.0,-609.0,793.0
19.0,-156.0,157.0,-21.0,13.0,2.0,11.0,-609.0,799.0
21.0,-157.0,159.0,-19.0,14.0,2.0,11.0,-607.0,797.0
23.0,-160.0,156.0,-20.0,11.0,2.0,15.0,-609.0,801.0
20.0,-162.0,159.0,-18.0,10.0,2.0,8.0,-609.0,801.0
21.0,-159.0,161.0,-19.0,10.0,2.0,4.0,-606.0,800.0
21.0,-160.0,155.0,-18.0,11.0,-1.0,10.0,-603.0,807.0
19.0,-158.0,156.0,-19.0,11.0,-1.0,13.0,-604.0,804.0
18.0,-157.0,160.0,-20.0,13.0,-4.0,4.0,-606.0,806.0
19.0,-156.0,160.0,-20.0,14.0,-3.0,9.0,-606.0,807.0
19.0,-158.0,159.0,-19.0,15.0,-5.0,9.0,-603.0,806.0
21.0,-159.0,160.0,-19.0,14.0,-5.0,9.0,-607.0,806.0
24.0,-158.0,164.0,-17.0,15.0,-5.0,10.0,-609.0,809.0
20.0,-155.0,159.0,-14.0,14.0,-5.0,6.0,-610.0,806.0
22.0,-158.0,160.0,-13.0,13.0,-6.0,5.0,-608.0,812.0
22.0,-158.0,159.0,-12.0,11.0,-3.0,5.0,-602.0,810.0
21.0,-159.0,162.0,-11.0,13.0,-4.0,5.0,-605.0,806.0
20.0,-154.0,160.0,-10.0,12.0,-5.0,7.0,-605.0,803.0
20.0,-156.0,160.0,-9.0,13.0,-5.0,9.0,-606.0,808.0
20.0,-154.0,161.0,-10.0,13.0,-4.0,12.0,-610.0,802.0
25.0,-156.0,157.0,-8.0,11.0,-3.0,9.0,-604.0,804.0
21.0,-158.0,161.0,-9.0,12.0,-4.0,7.0,-607.0,801.0
19.0,-154.0,161.0,-12.0,12.0,-2.0,5.0,-600.0,803.0
21.0,-157.0,156.0,-12.0,12.0,-3.0,10.0,-599.0,805.0
24.0,-161.0,163.0,-15.0,12.0,-4.0,11.0,-604.0,799.0
19.0,-156.0,160.0,-17.0,11.0,-4.0,13.0,-603.0,798.0
21.0,-158.0,159.0,-19.0,11.0,-3.0,3.0,-605.0,807.0
20.0,-156.0,156.0,-19.0,10.0,-3.0,14.0,-603.0,807.0
21.0,-163.0,166.0,-22.0,9.0,-2.0,11.0,-606.0,804.0
22.0,-153.0,158.0,-21.0,10.0,-2.0,5.0,-604.0,804.0
21.0,-156.0,158.0,-22.0,10.0,-2.0,3.0,-603.0,803.0
21.0,-158.0,153.0,-21.0,10.0,-2.0,8.0,-605.0,803.0
22.0,-158.0,160.0,-20.0,11.0,-4.0,3.0,-607.0,808.0
23.0,-159.0,155.0,-21.0,11.0,-5.0,8.0,-607.0,801.0
21.0,-155.0,160.0,-21.0,12.0,-3.0,8.0,-603.0,802.0
24.0,-161.0,159.0,-21.0,12.0,-4.0,5.0,-604.0,807.0
21.0,-157.0,155.0,-21.0,14.0,-3.0,7.0,-604.0,810.0
23.0,-157.0,156.0,-21.0,15.0,-3.0,10.0,-602.0,806.0
20.0,-158.0,160.0,-20.0,13.0,-4.0,9.0,-603.0,808.0
21.0,-158.0,156.0,-20.0,14.0,-5.0,9.0,-601.0,804.0
23.0,-156.0,161.0,-21.0,14.0,-4.0,9.0,-602.0,804.0
22.0,-159.0,157.0,-22.0,14.0,-4.0,7.0,-605.0,804.0
20.0,-156.0,162.0,-21.0,15.0,-4.0,8.0,-607.0,809.0
23.0,-157.0,160.0,-20.0,13.0,-4.0,11.0,-599.0,805.0
23.0,-157.0,159.0,-23.0,12.0,-4.0,8.0,-602.0,808.0
22.0,-153.0,158.0,-22.0,13.0,-6.0,8.0,-598.0,809.0
21.0,-154.0,161.0,-22.0,11.0,-4.0,12.0,-597.0,806.0
24.0,-156.0,162.0,-22.0,12.0,-5.0,12.0,-596.0,806.0
22.0,-159.0,158.0,-21.0,13.0,-7.0,9.0,-603.0,811.0
21.0,-155.0,158.0,-22.0,15.0,-6.0,8.0,-601.0,811.0
20.0,-158.0,163.0,-24.0,15.0,-6.0,7.0,-596.0,810.0
21.0,-156.0,163.0,-25.0,15.0,-6.0,9.0,-604.0,807.0
21.0,-155.0,158.0,-28.0,18.0,-6.0,8.0,-598.0,811.0
23.0,-156.0,158.0,-30.0,16.0,-7.0,11.0,-598.0,809.0
22.0,-158.0,164.0,-33.0,14.0,-6.0,6.0,-598.0,804.0
21.0,-155.0,160.0,-35.0,13.0,-5.0,7.0,-594.0,811.0
24.0,-156.0,162.0,-36.0,13.0,-5.0,7.0,-602.0,810.0
23.0,-155.0,161.0,-35.0,13.0,-4.0,9.0,-597.0,806.0
22.0,-162.0,160.0,-34.0,12.0,-5.0,10.0,-601.0,804.0
22.0,-157.0,163.0,-32.0,12.0,-3.0,12.0,-602.0,807.0
22.0,-157.0,158.0,-31.0,13.0,-3.0,10.0,-604.0,804.0
24.0,-157.0,161.0,-31.0,12.0,-4.0,8.0,-603.0,806.0
24.0,-158.0,160.0,-29.0,13.0,-2.0,8.0,-605.0,805.0
22.0,-155.0,158.0,-29.0,14.0,-3.0,11.0,-600.0,806.0
24.0,-157.0,160.0,-31.0,14.0,-4.0,11.0,-600.0,800.0
23.0,-160.0,161.0,-32.0,14.0,-4.0,8.0,-600.0,805.0
21.0,-156.0,157.0,-33.0,14.0,-6.0,6.0,-601.0,802.0
22.0,-156.0,159.0,-32.0,12.0,-4.0,9.0,-601.0,809.0
22.0,-159.0,161.0,-31.0,12.0,-6.0,12.0,-599.0,811.0
22.0,-155.0,162.0,-30.0,12.0,-5.0,4.0,-603.0,809.0
23.0,-157.0,162.0,-31.0,12.0,-5.0,12.0,-602.0,810.0
25.0,-157.0,160.0,-31.0,12.0,-6.0,6.0,-601.0,810.0
23.0,-157.0,162.0,-29.0,13.0,-6.0,10.0,-599.0,809.0
19.0,-154.0,163.0,-30.0,13.0,-6.0,10.0,-603.0,809.0
22.0,-157.0,161.0,-29.0,13.0,-7.0,13.0,-596.0,810.0
23.0,-158.0,158.0,-29.0,14.0,-7.0,9.0,-598.0,809.0
23.0,-157.0,161.0,-28.0,14.0,-8.0,9.0,-601.0,810.0
19.0,-153.0,163.0,-28.0,14.0,-8.0,9.0,-598.0,808.0
24.0,-157.0,158.0,-29.0,15.0,-7.0,4.0,-599.0,809.0
21.0,-154.0,158.0,-30.0,15.0,-6.0,10.0,-602.0,809.0
21.0,-155.0,159.0,-32.0,16.0,-6.0,8.0,-595.0,806.0
21.0,-154.0,160.0,-33.0,16.0,-7.0,10.0,-596.0,808.0
20.0,-157.0,159.0,-34.0,16.0,-6.0,16.0,-599.0,807.0
23.0,-159.0,159.0,-36.0,16.0,-5.0,14.0,-598.0,802.0
22.0,-157.0,162.0,-37.0,15.0,-5.0,8.0,-598.0,807.0
22.0,-155.0,158.0,-37.0,13.0,-4.0,11.0,-596.0,809.0
22.0,-156.0,159.0,-39.0,13.0,-6.0,11.0,-600.0,809.0
22.0,-159.0,159.0,-38.0,15.0,-5.0,10.0,-597.0,813.0
22.0,-156.0,163.0,-37.0,13.0,-5.0,13.0,-601.0,808.0
20.0,-158.0,161.0,-36.0,13.0,-6.0,12.0,-598.0,807.0
19.0,-156.0,163.0,-37.0,13.0,-5.0,12.0,-598.0,808.0
19.0,-157.0,164.0,-36.0,16.0,-6.0,7.0,-604.0,809.0
22.0,-156.0,160.0,-35.0,15.0,-7.0,11.0,-599.0,806.0
23.0,-154.0,160.0,-35.0,14.0,-8.0,9.0,-598.0,804.0
24.0,-157.0,164.0,-35.0,15.0,-6.0,8.0,-596.0,805.0
22.0,-156.0,160.0,-33.0,15.0,-8.0,11.0,-600.0,810.0
20.0,-156.0,158.0,-34.0,16.0,-8.0,10.0,-601.0,809.0
22.0,-157.0,155.0,-34.0,15.0,-8.0,6.0,-601.0,809.0
21.0,-156.0,161.0,-31.0,14.0,-7.0,12.0,-594.0,808.0
22.0,-157.0,162.0,-33.0,14.0,-7.0,5.0,-598.0,806.0
21.0,-156.0,160.0,-33.0,14.0,-6.0,10.0,-598.0,808.0
24.0,-156.0,161.0,-33.0,13.0,-5.0,13.0,-596.0,808.0
21.0,-154.0,163.0,-34.0,12.0,-7.0,10.0,-596.0,809.0
22.0,-155.0,161.0,-33.0,13.0,-5.0,8.0,-598.0,809.0
21.0,-155.0,159.0,-35.0,13.0,-5.0,8.0,-601.0,808.0
23.0,-154.0,160.0,-35.0,13.0,-4.0,11.0,-598.0,813.0
23.0,-158.0,159.0,-35.0,14.0,-6.0,16.0,-596.0,811.0
22.0,-154.0,163.0,-34.0,14.0,-7.0,8.0,-597.0,804.0
22.0,-156.0,163.0,-34.0,13.0,-8.0,12.0,-601.0,803.0
24.0,-157.0,160.0,-32.0,13.0,-7.0,7.0,-598.0,806.0
24.0,-158.0,159.0,-32.0,14.0,-8.0,11.0,-600.0,806.0
24.0,-156.0,164.0,-32.0,14.0,-8.0,12.0,-600.0,809.0
23.0,-158.0,162.0,-31.0,14.0,-7.0,11.0,-599.0,810.0
22.0,-158.0,165.0,-31.0,14.0,-6.0,10.0,-600.0,807.0
24.0,-156.0,160.0,-31.0,15.0,-5.0,11.0,-596.0,810.0
23.0,-157.0,161.0,-30.0,15.0,-6.0,15.0,-598.0,808.0
22.0,-161.0,159.0,-30.0,15.0,-6.0,9.0,-597.0,809.0
22.0,-156.0,160.0,-29.0,15.0,-5.0,12.0,-593.0,812.0
24.0,-154.0,160.0,-29.0,17.0,-5.0,16.0,-597.0,810.0
26.0,-159.0,165.0,-30.0,14.0,-4.0,15.0,-601.0,813.0
23.0,-156.0,154.0,-30.0,14.0,-4.0,15.0,-599.0,811.0
25.0,-156.0,160.0,-29.0,13.0,-3.0,12.0,-598.0,808.0
21.0,-155.0,158.0,-31.0,12.0,-2.0,11.0,-596.0,812.0
23.0,-155.0,160.0,-31.0,10.0,-2.0,14.0,-597.0,810.0
22.0,-155.0,159.0,-31.0,10.0,-1.0,9.0,-593.0,813.0
24.0,-156.0,162.0,-31.0,9.0,-1.0,9.0,-594.0,809.0
24.0,-157.0,162.0,-31.0,8.0,-2.0,9.0,-595.0,805.0
21.0,-154.0,158.0,-29.0,10.0,-4.0,12.0,-596.0,810.0
24.0,-155.0,163.0,-31.0,12.0,-3.0,8.0,-599.0,812.0
23.0,-158.0,160.0,-29.0,11.0,-2.0,15.0,-595.0,813.0
22.0,-153.0,164.0,-29.0,13.0,-2.0,11.0,-598.0,812.0
22.0,-155.0,160.0,-30.0,14.0,-4.0,10.0,-592.0,809.0
21.0,-153.0,160.0,-30.0,15.0,-4.0,16.0,-596.0,811.0
23.0,-155.0,156.0,-34.0,15.0,-4.0,12.0,-595.0,807.0
24.0,-154.0,160.0,-38.0,15.0,-6.0,11.0,-595.0,810.0
21.0,-151.0,162.0,-41.0,17.0,-5.0,8.0,-595.0,810.0
21.0,-157.0,162.0,-43.0,18.0,-5.0,10.0,-594.0,815.0
20.0,-154.0,162.0,-44.0,17.0,-7.0,13.0,-593.0,813.0
21.0,-154.0,156.0,-44.0,18.0,-7.0,7.0,-592.0,810.0
22.0,-155.0,163.0,-45.0,16.0,-6.0,10.0,-599.0,814.0
20.0,-156.0,161.0,-44.0,18.0,-6.0,12.0,-595.0,815.0
23.0,-157.0,166.0,-42.0,16.0,-7.0,5.0,-596.0,811.0
23.0,-156.0,164.0,-41.0,17.0,-6.0,14.0,-596.0,817.0
19.0,-156.0,159.0,-41.0,17.0,-6.0,13.0,-601.0,815.0
22.0,-155.0,162.0,-40.0,17.0,-5.0,13.0,-600.0,816.0
19.0,-155.0,160.0,-38.0,19.0,-6.0,9.0,-596.0,809.0
23.0,-157.0,166.0,-38.0,19.0,-5.0,9.0,-600.0,811.0
23.0,-158.0,164.0,-36.0,19.0,-6.0,14.0,-600.0,811.0
20.0,-165.0,159.0,-35.0,16.0,-2.0,13.0,-594.0,805.0
24.0,-157.0,163.0,-34.0,15.0,-2.0,12.0,-596.0,800.0
23.0,-157.0,161.0,-33.0,13.0,-1.0,14.0,-592.0,801.0
24.0,-155.0,155.0,-32.0,11.0,-1.0,13.0,-595.0,800.0
22.0,-157.0,157.0,-32.0,11.0,-2.0,16.0,-595.0,799.0
23.0,-158.0,160.0,-32.0,11.0,-2.0,14.0,-595.0,807.0
18.0,-154.0,166.0,-31.0,12.0,-3.0,9.0,-600.0,805.0
23.0,-156.0,161.0,-31.0,12.0,-3.0,10.0,-600.0,811.0
23.0,-156.0,159.0,-33.0,12.0,-4.0,12.0,-594.0,807.0
22.0,-157.0,160.0,-32.0,13.0,-6.0,12.0,-595.0,807.0
22.0,-155.0,163.0,-32.0,14.0,-6.0,10.0,-601.0,810.0
25.0,-164.0,165.0,-31.0,14.0,-5.0,7.0,-593.0,814.0
23.0,-156.0,164.0,-29.0,14.0,-4.0,8.0,-592.0,814.0
25.0,-157.0,165.0,-29.0,14.0,-6.0,12.0,-594.0,817.0
22.0,-155.0,163.0,-27.0,13.0,-4.0,8.0,-597.0,817.0
