acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-16.0,-250.0,-59.0,-147.0,12.0,-14.0,-71.0,-975.0,-98.0
-16.0,-251.0,-57.0,-142.0,12.0,-11.0,-68.0,-976.0,-97.0
-15.0,-254.0,-61.0,-132.0,12.0,-10.0,-72.0,-971.0,-107.0
-17.0,-251.0,-64.0,-122.0,12.0,-6.0,-67.0,-968.0,-107.0
-16.0,-252.0,-59.0,-110.0,13.0,-6.0,-70.0,-974.0,-113.0
-21.0,-256.0,-67.0,-103.0,13.0,-6.0,-63.0,-974.0,-116.0
-7.0,-260.0,-54.0,-97.0,13.0,-3.0,-65.0,-969.0,-109.0
-9.0,-250.0,-61.0,-97.0,14.0,-4.0,-66.0,-974.0,-100.0
-16.0,-251.0,-53.0,-95.0,17.0,-6.0,-67.0,-971.0,-105.0
-14.0,-259.0,-57.0,-96.0,20.0,-5.0,-62.0,-973.0,-109.0
-18.0,-250.0,-64.0,-99.0,23.0,-6.0,-68.0,-970.0,-107.0
-16.0,-247.0,-69.0,-103.0,25.0,-8.0,-72.0,-971.0,-100.0
-15.0,-261.0,-52.0,-105.0,26.0,-9.0,-71.0,-968.0,-102.0
-17.0,-246.0,-59.0,-111.0,27.0,-9.0,-73.0,-966.0,-102.0
-17.0,-252.0,-59.0,-117.0,28.0,-10.0,-83.0,-969.0,-97.0
-15.0,-255.0,-49.0,-122.0,26.0,-10.0,-73.0,-968.0,-99.0
-24.0,-251.0,-61.0,-127.0,25.0,-11.0,-78.0,-966.0,-100.0
-20.0,-249.0,-65.0,-133.0,24.0,-12.0,-78.0,-968.0,-106.0
-16.0,-248.0,-60.0,-137.0,24.0,-12.0,-81.0,-969.0,-107.0
-19.0,-247.0,-60.0,-142.0,22.0,-12.0,-78.0,-967.0,-108.0
-22.0,-248.0,-57.0,-145.0,21.0,-11.0,-78.0,-967.0,-108.0
-22.0,-250.0,-67.0,-147.0,20.0,-11.0,-79.0,-968.0,-105.0
-18.0,-250.0,-60.0,-148.0,18.0,-10.0,-80.0,-972.0,-108.0
-18.0,-249.0,-60.0,-148.0,14.0,-9.0,-75.0,-967.0,-100.0
-16.0,-253.0,-57.0,-149.0,14.0,-8.0,-80.0,-968.0,-108.0
-18.0,-247.0,-58.0,-151.0,12.0,-7.0,-83.0,-968.0,-108.0
-17.0,-255.0,-62.0,-153.0,13.0,-7.0,-73.0,-973.0,-110.0
-16.0,-250.0,-64.0,-158.0,12.0,-7.0,-77.0,-973.0,-109.0
-16.0,-250.0,-62.0,-163.0,14.0,-5.0,-80.0,-970.0,-110.0
-15.0,-247.0,-63.0,-167.0,14.0,-5.0,-73.0,-971.0,-114.0
-20.0,-246.0,-67.0,-172.0,15.0,-4.0,-76.0,-979.0,-111.0
-21.0,-244.0,-63.0,-175.0,15.0,-4.0,-72.0,-977.0,-106.0
-18.0,-253.0,-63.0,-176.0,15.0,-5.0,-72.0,-981.0,-114.0
-17.0,-258.0,-62.0,-176.0,16.0,-5.0,-76.0,-979.0,-111.0
-26.0,-256.0,-66.0,-174.0,15.0,-4.0,-72.0,-981.0,-119.0
-16.0,-255.0,-65.0,-171.0,14.0,-3.0,-73.0,-983.0,-121.0
-16.0,-256.0,-71.0,-165.0,13.0,-3.0,-66.0,-985.0,-126.0
-16.0,-253.0,-68.0,-158.0,12.0,-2.0,-71.0,-981.0,-125.0
-16.0,-255.0,-67.0,-149.0,8.0,-2.0,-75.0,-982.0,-125.0
-15.0,-253.0,-65.0,-138.0,10.0,-2.0,-73.0,-979.0,-120.0
-12.0,-255.0,-67.0,-123.0,11.0,0.0,-68.0,-975.0,-125.0
-13.0,-254.0,-66.0,-112.0,9.0,1.0,-71.0,-979.0,-127.0
-17.0,-250.0,-67.0,-99.0,9.0,0.0,-65.0,-976.0,-126.0
-24.0,-257.0,-62.0,-88.0,9.0,2.0,-61.0,-973.0,-129.0
-15.0,-250.0,-62.0,-80.0,6.0,2.0,-71.0,-973.0,-125.0
-19.0,-251.0,-67.0,-78.0,6.0,3.0,-74.0,-976.0,-127.0
-17.0,-255.0,-68.0,-80.0,6.0,4.0,-74.0,-973.0,-130.0
-17.0,-248.0,-67.0,-85.0,6.0,5.0,-74.0,-976.0,-128.0
-15.0,-253.0,-67.0,-93.0,8.0,5.0,-69.0,-979.0,-125.0
-11.0,-252.0,-64.0,-99.0,10.0,6.0,-69.0,-974.0,-127.0
-20.0,-257.0,-63.0,-105.0,12.0,4.0,-73.0,-984.0,-117.0
-20.0,-255.0,-65.0,-104.0,12.0,2.0,-74.0,-986.0,-127.0
-19.0,-254.0,-63.0,-97.0,11.0,0.0,-75.0,-982.0,-126.0
-18.0,-254.0,-61.0,-88.0,11.0,-3.0,-73.0,-986.0,-128.0
-18.0,-253.0,-70.0,-73.0,9.0,-3.0,-77.0,-985.0,-129.0
-16.0,-254.0,-66.0,-58.0,9.0,-5.0,-77.0,-979.0,-135.0
-15.0,-250.0,-69.0,-42.0,9.0,-6.0,-75.0,-977.0,-134.0
-17.0,-253.0,-64.0,-29.0,11.0,-8.0,-68.0,-970.0,-139.0
-18.0,-248.0,-74.0,-24.0,11.0,-8.0,-71.0,-970.0,-141.0
-16.0,-250.0,-67.0,-25.0,14.0,-10.0,-73.0,-968.0,-148.0
-18.0,-250.0,-73.0,-29.0,16.0,-11.0,-74.0,-966.0,-147.0
-19.0,-246.0,-71.0,-38.0,18.0,-11.0,-73.0,-966.0,-145.0
-14.0,-246.0,-67.0,-49.0,19.0,-13.0,-68.0,-967.0,-147.0
-16.0,-248.0,-67.0,-58.0,21.0,-13.0,-69.0,-964.0,-141.0
-18.0,-252.0,-73.0,-67.0,19.0,-13.0,-70.0,-968.0,-136.0
-20.0,-253.0,-65.0,-71.0,18.0,-13.0,-69.0,-969.0,-139.0
-15.0,-255.0,-70.0,-74.0,16.0,-13.0,-68.0,-976.0,-134.0
-16.0,-249.0,-69.0,-73.0,14.0,-14.0,-70.0,-976.0,-137.0
-16.0,-249.0,-68.0,-69.0,11.0,-13.0,-70.0,-974.0,-136.0
-16.0,-252.0,-64.0,-64.0,8.0,-15.0,-71.0,-973.0,-134.0
-16.0,-251.0,-65.0,-62.0,6.0,-14.0,-68.0,-973.0,-132.0
-15.0,-256.0,-70.0,-60.0,7.0,-15.0,-62.0,-973.0,-131.0
-10.0,-260.0,-80.0,-61.0,3.0,-15.0,-68.0,-970.0,-136.0
-9.0,-243.0,-68.0,-62.0,4.0,-15.0,-69.0,-970.0,-137.0
-19.0,-255.0,-69.0,-67.0,5.0,-16.0,-68.0,-967.0,-133.0
-28.0,-249.0,-60.0,-71.0,6.0,-17.0,-68.0,-964.0,-134.0
1.0,-241.0,-74.0,-75.0,6.0,-17.0,-69.0,-965.0,-137.0
-25.0,-257.0,-50.0,-79.0,7.0,-15.0,-69.0,-967.0,-139.0
-9.0,-246.0,-75.0,-85.0,9.0,-16.0,-68.0,-963.0,-143.0
-32.0,-262.0,-58.0,-91.0,8.0,-18.0,-72.0,-961.0,-143.0
-4.0,-249.0,-69.0,-97.0,11.0,-19.0,-75.0,-963.0,-146.0
-10.0,-258.0,-78.0,-102.0,11.0,-18.0,-70.0,-960.0,-143.0
-11.0,-247.0,-64.0,-106.0,10.0,-18.0,-69.0,-963.0,-147.0
-16.0,-251.0,-70.0,-113.0,10.0,-18.0,-74.0,-967.0,-147.0
-16.0,-248.0,-67.0,-118.0,12.0,-18.0,-74.0,-965.0,-139.0
-15.0,-251.0,-70.0,-121.0,13.0,-20.0,-73.0,-972.0,-140.0
-16.0,-253.0,-66.0,-124.0,14.0,-22.0,-69.0,-974.0,-134.0
-12.0,-247.0,-66.0,-125.0,12.0,-23.0,-71.0,-975.0,-137.0
-12.0,-263.0,-52.0,-123.0,10.0,-26.0,-67.0,-976.0,-134.0
1.0,-245.0,-67.0,-120.0,6.0,-27.0,-66.0,-972.0,-138.0
-11.0,-246.0,-68.0,-114.0,3.0,-28.0,-66.0,-970.0,-140.0
-28.0,-248.0,-72.0,-106.0,2.0,-28.0,-66.0,-970.0,-145.0
-10.0,-255.0,-68.0,-100.0,1.0,-28.0,-69.0,-966.0,-147.0
-2.0,-247.0,-62.0,-93.0,0.0,-28.0,-72.0,-968.0,-149.0
-17.0,-246.0,-67.0,-87.0,1.0,-27.0,-65.0,-963.0,-152.0
-9.0,-244.0,-67.0,-85.0,3.0,-25.0,-72.0,-963.0,-151.0
-17.0,-252.0,-80.0,-85.0,4.0,-23.0,-70.0,-964.0,-155.0
-26.0,-245.0,-62.0,-85.0,7.0,-21.0,-71.0,-963.0,-155.0
-15.0,-251.0,-71.0,-85.0,6.0,-19.0,-69.0,-964.0,-156.0
-16.0,-250.0,-72.0,-88.0,6.0,-17.0,-71.0,-966.0,-161.0
-16.0,-249.0,-72.0,-88.0,6.0,-15.0,-71.0,-965.0,-151.0
-16.0,-253.0,-70.0,-92.0,4.0,-14.0,-71.0,-972.0,-154.0
-18.0,-255.0,-64.0,-90.0,2.0,-12.0,-72.0,-972.0,-152.0
-19.0,-252.0,-74.0,-89.0,2.0,-12.0,-66.0,-979.0,-150.0
-12.0,-253.0,-73.0,-87.0,0.0,-12.0,-71.0,-978.0,-152.0
-17.0,-257.0,-71.0,-82.0,-1.0,-11.0,-70.0,-981.0,-147.0
-16.0,-251.0,-73.0,-77.0,1.0,-9.0,-71.0,-983.0,-152.0
-13.0,-256.0,-69.0,-73.0,2.0,-8.0,-72.0,-979.0,-153.0
-16.0,-252.0,-73.0,-70.0,5.0,-8.0,-69.0,-977.0,-150.0
-16.0,-252.0,-71.0,-64.0,7.0,-8.0,-72.0,-982.0,-157.0
-16.0,-253.0,-69.0,-61.0,10.0,-7.0,-69.0,-976.0,-156.0
-19.0,-249.0,-74.0,-59.0,10.0,-7.0,-67.0,-975.0,-156.0
-16.0,-250.0,-75.0,-55.0,11.0,-6.0,-70.0,-981.0,-155.0
-16.0,-249.0,-70.0,-51.0,11.0,-5.0,-71.0,-973.0,-157.0
-16.0,-248.0,-72.0,-50.0,10.0,-5.0,-64.0,-974.0,-155.0
-15.0,-251.0,-76.0,-51.0,10.0,-6.0,-69.0,-970.0,-161.0
-10.0,-273.0,-65.0,-54.0,11.0,-6.0,-63.0,-968.0,-163.0
-15.0,-251.0,-76.0,-56.0,14.0,-7.0,-61.0,-964.0,-160.0
-16.0,-249.0,-69.0,-60.0,15.0,-6.0,-67.0,-967.0,-165.0
-16.0,-251.0,-77.0,-63.0,18.0,-5.0,-68.0,-963.0,-160.0
-16.0,-248.0,-69.0,-63.0,21.0,-4.0,-66.0,-962.0,-152.0
-16.0,-250.0,-70.0,-64.0,23.0,-6.0,-63.0,-964.0,-151.0
-14.0,-252.0,-74.0,-65.0,25.0,-7.0,-63.0,-967.0,-153.0
-16.0,-247.0,-73.0,-65.0,26.0,-5.0,-56.0,-960.0,-157.0
-17.0,-252.0,-74.0,-65.0,27.0,-7.0,-68.0,-963.0,-156.0
-19.0,-246.0,-78.0,-66.0,28.0,-7.0,-65.0,-957.0,-153.0
-16.0,-248.0,-70.0,-71.0,30.0,-7.0,-66.0,-953.0,-159.0
-15.0,-247.0,-73.0,-76.0,32.0,-9.0,-67.0,-953.0,-157.0
-16.0,-247.0,-72.0,-84.0,35.0,-9.0,-67.0,-952.0,-157.0
-15.0,-248.0,-73.0,-96.0,38.0,-11.0,-70.0,-954.0,-160.0
-16.0,-253.0,-79.0,-109.0,38.0,-14.0,-70.0,-952.0,-161.0
-17.0,-248.0,-73.0,-121.0,38.0,-14.0,-67.0,-947.0,-151.0
-16.0,-247.0,-72.0,-133.0,41.0,-14.0,-71.0,-949.0,-154.0
-16.0,-247.0,-70.0,-140.0,43.0,-16.0,-72.0,-951.0,-151.0
-16.0,-247.0,-70.0,-147.0,42.0,-19.0,-74.0,-951.0,-146.0
-17.0,-241.0,-82.0,-151.0,42.0,-21.0,-66.0,-952.0,-148.0
-16.0,-249.0,-71.0,-158.0,41.0,-22.0,-70.0,-954.0,-143.0
-20.0,-244.0,-71.0,-164.0,40.0,-23.0,-76.0,-954.0,-147.0
-16.0,-248.0,-71.0,-169.0,37.0,-24.0,-73.0,-951.0,-151.0
-16.0,-247.0,-67.0,-172.0,34.0,-24.0,-68.0,-950.0,-155.0
-16.0,-245.0,-71.0,-176.0,33.0,-25.0,-73.0,-949.0,-155.0
-16.0,-247.0,-70.0,-180.0,34.0,-26.0,-76.0,-949.0,-151.0
-18.0,-248.0,-74.0,-183.0,33.0,-26.0,-75.0,-951.0,-154.0
-16.0,-247.0,-71.0,-187.0,32.0,-27.0,-74.0,-961.0,-153.0
-16.0,-249.0,-72.0,-189.0,31.0,-26.0,-73.0,-955.0,-153.0
-16.0,-248.0,-74.0,-194.0,28.0,-24.0,-77.0,-961.0,-153.0
-18.0,-249.0,-70.0,-193.0,27.0,-25.0,-76.0,-959.0,-152.0
-21.0,-248.0,-75.0,-194.0,24.0,-21.0,-76.0,-963.0,-153.0
