acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-1.0,-249.0,-7.0,-15.0,-6.0,0.0,4.0,-967.0,100.0
3.0,-246.0,-7.0,-20.0,-4.0,-1.0,9.0,-969.0,98.0
3.0,-248.0,-8.0,-24.0,-2.0,-1.0,10.0,-968.0,100.0
1.0,-252.0,-9.0,-27.0,2.0,-2.0,7.0,-968.0,103.0
1.0,-245.0,-8.0,-29.0,4.0,-2.0,6.0,-968.0,103.0
-1.0,-248.0,-7.0,-31.0,7.0,-3.0,7.0,-970.0,104.0
1.0,-250.0,-7.0,-34.0,7.0,-3.0,4.0,-963.0,107.0
4.0,-248.0,-4.0,-35.0,8.0,-3.0,3.0,-966.0,105.0
5.0,-246.0,-7.0,-36.0,9.0,-4.0,7.0,-966.0,108.0
1.0,-243.0,-6.0,-39.0,9.0,-4.0,10.0,-964.0,107.0
3.0,-247.0,-2.0,-43.0,7.0,-5.0,6.0,-967.0,106.0
4.0,-246.0,-4.0,-46.0,7.0,-7.0,7.0,-966.0,110.0
1.0,-248.0,-4.0,-49.0,7.0,-7.0,3.0,-966.0,109.0
4.0,-246.0,-6.0,-50.0,8.0,-7.0,4.0,-968.0,111.0
2.0,-250.0,-5.0,-50.0,8.0,-8.0,8.0,-967.0,112.0
-1.0,-241.0,-5.0,-48.0,8.0,-8.0,6.0,-964.0,107.0
3.0,-249.0,-6.0,-47.0,9.0,-8.0,4.0,-970.0,114.0
0.0,-246.0,-7.0,-45.0,10.0,-8.0,6.0,-968.0,107.0
-1.0,-251.0,-5.0,-43.0,12.0,-8.0,7.0,-970.0,107.0
4.0,-251.0,-6.0,-39.0,12.0,-11.0,6.0,-974.0,104.0
4.0,-248.0,-3.0,-40.0,14.0,-12.0,1.0,-973.0,101.0
2.0,-248.0,-9.0,-39.0,15.0,-11.0,3.0,-972.0,106.0
2.0,-250.0,-7.0,-36.0,17.0,-12.0,3.0,-969.0,105.0
0.0,-248.0,-8.0,-36.0,18.0,-12.0,6.0,-969.0,105.0
2.0,-248.0,-9.0,-36.0,20.0,-11.0,4.0,-966.0,112.0
-2.0,-247.0,-1.0,-36.0,20.0,-12.0,1.0,-971.0,109.0
0.0,-248.0,-9.0,-35.0,22.0,-11.0,9.0,-973.0,112.0
0.0,-248.0,-7.0,-34.0,21.0,-11.0,6.0,-970.0,110.0
3.0,-247.0,-6.0,-35.0,22.0,-11.0,2.0,-971.0,109.0
1.0,-249.0,1.0,-32.0,21.0,-10.0,6.0,-971.0,107.0
1.0,-252.0,-2.0,-32.0,20.0,-10.0,5.0,-969.0,110.0
4.0,-251.0,-4.0,-32.0,20.0,-10.0,2.0,-973.0,112.0
3.0,-248.0,-6.0,-32.0,18.0,-9.0,-3.0,-971.0,113.0
1.0,-248.0,-5.0,-33.0,18.0,-7.0,4.0,-970.0,111.0
3.0,-247.0,-1.0,-33.0,18.0,-6.0,8.0,-969.0,112.0
-1.0,-248.0,-4.0,-33.0,19.0,-5.0,4.0,-975.0,109.0
2.0,-248.0,-2.0,-31.0,20.0,-4.0,4.0,-969.0,107.0
