acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-22.0,-200.0,107.0,-24.0,4.0,0.0,-76.0,-801.0,554.0
-19.0,-205.0,105.0,-24.0,2.0,-2.0,-83.0,-800.0,552.0
-20.0,-205.0,107.0,-25.0,4.0,0.0,-87.0,-800.0,553.0
-22.0,-203.0,105.0,-23.0,5.0,0.0,-91.0,-803.0,554.0
-23.0,-205.0,105.0,-20.0,6.0,0.0,-86.0,-803.0,555.0
-22.0,-196.0,108.0,-18.0,7.0,-1.0,-90.0,-800.0,557.0
-24.0,-203.0,111.0,-18.0,5.0,-1.0,-92.0,-808.0,569.0
-24.0,-205.0,110.0,-18.0,3.0,-1.0,-95.0,-805.0,557.0
-23.0,-206.0,108.0,-18.0,1.0,0.0,-95.0,-801.0,563.0
-22.0,-206.0,109.0,-18.0,-3.0,0.0,-91.0,-800.0,565.0
-20.0,-209.0,110.0,-20.0,-5.0,1.0,-90.0,-803.0,570.0
-20.0,-206.0,112.0,-19.0,-8.0,4.0,-81.0,-811.0,566.0
-21.0,-205.0,111.0,-20.0,-10.0,4.0,-88.0,-800.0,574.0
-18.0,-206.0,111.0,-19.0,-11.0,4.0,-89.0,-809.0,572.0
-20.0,-209.0,112.0,-19.0,-11.0,4.0,-80.0,-806.0,568.0
-21.0,-206.0,111.0,-15.0,-10.0,2.0,-87.0,-805.0,565.0
-20.0,-198.0,117.0,-13.0,-10.0,2.0,-90.0,-806.0,565.0
-20.0,-204.0,110.0,-11.0,-8.0,0.0,-80.0,-802.0,564.0
-20.0,-203.0,111.0,-7.0,-9.0,-2.0,-79.0,-802.0,565.0
-20.0,-204.0,109.0,-6.0,-9.0,-3.0,-88.0,-803.0,567.0
-20.0,-204.0,111.0,-7.0,-11.0,-4.0,-90.0,-798.0,572.0
-21.0,-205.0,106.0,-9.0,-10.0,-4.0,-90.0,-804.0,568.0
-20.0,-204.0,113.0,-10.0,-11.0,-5.0,-93.0,-806.0,568.0
-24.0,-203.0,111.0,-10.0,-10.0,-4.0,-86.0,-802.0,568.0
-20.0,-203.0,111.0,-12.0,-9.0,-6.0,-90.0,-805.0,570.0
-20.0,-206.0,109.0,-14.0,-5.0,-6.0,-89.0,-800.0,574.0
-17.0,-203.0,112.0,-14.0,-2.0,-7.0,-92.0,-799.0,574.0
-22.0,-204.0,113.0,-16.0,1.0,-8.0,-86.0,-799.0,570.0
-20.0,-206.0,109.0,-18.0,5.0,-10.0,-88.0,-798.0,567.0
-20.0,-204.0,113.0,-19.0,9.0,-11.0,-81.0,-802.0,577.0
-20.0,-206.0,115.0,-21.0,11.0,-12.0,-79.0,-799.0,575.0
-20.0,-206.0,111.0,-23.0,12.0,-13.0,-78.0,-802.0,574.0
-20.0,-206.0,110.0,-22.0,13.0,-16.0,-84.0,-809.0,567.0
-24.0,-208.0,108.0,-23.0,13.0,-17.0,-92.0,-799.0,575.0
-20.0,-203.0,107.0,-24.0,14.0,-19.0,-89.0,-809.0,566.0
-23.0,-204.0,107.0,-24.0,12.0,-20.0,-92.0,-798.0,567.0
-19.0,-206.0,110.0,-26.0,12.0,-22.0,-95.0,-803.0,565.0
-22.0,-205.0,108.0,-28.0,14.0,-22.0,-85.0,-798.0,564.0
-19.0,-206.0,107.0,-29.0,14.0,-23.0,-89.0,-797.0,565.0
-19.0,-202.0,104.0,-30.0,14.0,-22.0,-88.0,-795.0,563.0
-22.0,-204.0,109.0,-32.0,16.0,-23.0,-89.0,-798.0,565.0
-20.0,-203.0,111.0,-31.0,15.0,-23.0,-84.0,-801.0,566.0
-21.0,-205.0,110.0,-32.0,14.0,-24.0,-95.0,-799.0,570.0
-20.0,-203.0,108.0,-33.0,14.0,-24.0,-94.0,-800.0,567.0
-22.0,-200.0,112.0,-35.0,14.0,-25.0,-92.0,-793.0,573.0
-20.0,-203.0,111.0,-39.0,15.0,-25.0,-92.0,-798.0,568.0
-25.0,-202.0,110.0,-43.0,14.0,-25.0,-90.0,-793.0,564.0
-19.0,-207.0,105.0,-42.0,12.0,-25.0,-83.0,-798.0,565.0
-17.0,-202.0,115.0,-43.0,9.0,-25.0,-87.0,-799.0,566.0
-20.0,-204.0,108.0,-44.0,9.0,-26.0,-81.0,-796.0,564.0
-20.0,-205.0,108.0,-42.0,7.0,-27.0,-90.0,-801.0,567.0
-21.0,-204.0,109.0,-40.0,7.0,-27.0,-76.0,-799.0,567.0
-19.0,-203.0,109.0,-39.0,5.0,-26.0,-83.0,-799.0,563.0
-19.0,-206.0,108.0,-37.0,6.0,-26.0,-80.0,-803.0,566.0
-19.0,-206.0,111.0,-34.0,6.0,-26.0,-81.0,-798.0,569.0
-19.0,-201.0,105.0,-33.0,9.0,-25.0,-76.0,-803.0,565.0
-20.0,-205.0,109.0,-31.0,8.0,-23.0,-81.0,-798.0,569.0
-20.0,-207.0,112.0,-30.0,8.0,-22.0,-70.0,-802.0,568.0
-21.0,-203.0,109.0,-30.0,8.0,-22.0,-83.0,-801.0,566.0
-15.0,-199.0,113.0,-29.0,8.0,-23.0,-82.0,-799.0,563.0
-20.0,-202.0,108.0,-29.0,6.0,-23.0,-78.0,-794.0,564.0
-19.0,-203.0,108.0,-32.0,7.0,-24.0,-75.0,-798.0,567.0
-20.0,-204.0,107.0,-31.0,6.0,-24.0,-76.0,-796.0,567.0
-19.0,-205.0,108.0,-35.0,5.0,-24.0,-78.0,-800.0,565.0
-20.0,-205.0,108.0,-37.0,4.0,-25.0,-77.0,-797.0,563.0
-20.0,-203.0,108.0,-39.0,5.0,-23.0,-78.0,-803.0,564.0
-20.0,-205.0,104.0,-40.0,4.0,-22.0,-76.0,-808.0,566.0
-24.0,-205.0,110.0,-39.0,4.0,-22.0,-71.0,-811.0,568.0
-20.0,-208.0,111.0,-37.0,2.0,-21.0,-87.0,-805.0,565.0
-19.0,-205.0,109.0,-36.0,3.0,-22.0,-80.0,-812.0,562.0
-17.0,-205.0,101.0,-34.0,5.0,-22.0,-81.0,-806.0,560.0
-17.0,-207.0,105.0,-31.0,7.0,-22.0,-79.0,-801.0,563.0
