acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
3.0,-248.0,-63.0,29.0,59.0,-3.0,50.0,-971.0,-282.0
4.0,-250.0,-62.0,29.0,59.0,-6.0,47.0,-963.0,-283.0
5.0,-254.0,-62.0,29.0,60.0,-6.0,42.0,-962.0,-282.0
2.0,-249.0,-60.0,28.0,60.0,-5.0,47.0,-963.0,-281.0
2.0,-250.0,-58.0,29.0,61.0,-6.0,52.0,-962.0,-278.0
2.0,-259.0,-56.0,30.0,61.0,-7.0,46.0,-963.0,-278.0
4.0,-252.0,-58.0,31.0,60.0,-6.0,51.0,-967.0,-275.0
1.0,-249.0,-59.0,31.0,60.0,-7.0,44.0,-962.0,-275.0
4.0,-249.0,-56.0,31.0,59.0,-7.0,45.0,-965.0,-271.0
4.0,-249.0,-55.0,30.0,58.0,-7.0,52.0,-960.0,-273.0
5.0,-250.0,-58.0,30.0,58.0,-8.0,53.0,-963.0,-268.0
5.0,-249.0,-56.0,29.0,58.0,-7.0,58.0,-962.0,-268.0
5.0,-250.0,-56.0,26.0,59.0,-7.0,48.0,-963.0,-266.0
3.0,-248.0,-57.0,23.0,60.0,-8.0,52.0,-961.0,-267.0
5.0,-251.0,-56.0,20.0,62.0,-9.0,51.0,-957.0,-271.0
5.0,-249.0,-60.0,17.0,62.0,-9.0,54.0,-963.0,-266.0
4.0,-249.0,-57.0,15.0,63.0,-9.0,50.0,-969.0,-267.0
2.0,-249.0,-56.0,15.0,64.0,-9.0,51.0,-959.0,-266.0
5.0,-254.0,-59.0,15.0,65.0,-8.0,48.0,-964.0,-271.0
5.0,-250.0,-58.0,14.0,65.0,-8.0,50.0,-964.0,-266.0
3.0,-251.0,-55.0,15.0,65.0,-8.0,51.0,-960.0,-272.0
3.0,-251.0,-56.0,16.0,65.0,-8.0,48.0,-963.0,-270.0
2.0,-249.0,-59.0,17.0,66.0,-6.0,54.0,-963.0,-267.0
0.0,-249.0,-60.0,17.0,65.0,-5.0,50.0,-960.0,-275.0
4.0,-250.0,-60.0,17.0,66.0,-5.0,48.0,-965.0,-275.0
5.0,-252.0,-58.0,18.0,67.0,-5.0,55.0,-961.0,-279.0
5.0,-248.0,-58.0,15.0,67.0,-5.0,50.0,-959.0,-273.0
4.0,-249.0,-58.0,16.0,66.0,-5.0,51.0,-961.0,-273.0
5.0,-250.0,-59.0,14.0,67.0,-6.0,52.0,-964.0,-275.0
5.0,-253.0,-55.0,14.0,66.0,-5.0,52.0,-964.0,-269.0
6.0,-253.0,-56.0,13.0,68.0,-6.0,55.0,-964.0,-270.0
3.0,-251.0,-57.0,13.0,70.0,-7.0,51.0,-966.0,-265.0
7.0,-252.0,-59.0,15.0,70.0,-7.0,49.0,-970.0,-267.0
4.0,-256.0,-60.0,14.0,71.0,-6.0,50.0,-968.0,-264.0
4.0,-255.0,-57.0,13.0,72.0,-7.0,45.0,-972.0,-264.0
1.0,-250.0,-57.0,15.0,74.0,-8.0,48.0,-962.0,-266.0
5.0,-249.0,-60.0,16.0,76.0,-7.0,50.0,-965.0,-265.0
3.0,-250.0,-59.0,16.0,77.0,-6.0,52.0,-966.0,-262.0
3.0,-251.0,-57.0,16.0,78.0,-9.0,47.0,-975.0,-263.0
5.0,-252.0,-57.0,17.0,77.0,-8.0,47.0,-970.0,-265.0
3.0,-250.0,-58.0,16.0,78.0,-6.0,53.0,-970.0,-265.0
3.0,-252.0,-57.0,17.0,78.0,-7.0,45.0,-968.0,-263.0
4.0,-252.0,-57.0,18.0,76.0,-5.0,50.0,-969.0,-267.0
2.0,-251.0,-57.0,20.0,75.0,-5.0,48.0,-968.0,-266.0
5.0,-254.0,-55.0,19.0,75.0,-6.0,51.0,-962.0,-264.0
