acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-12.0,-234.0,-107.0,-5.0,72.0,1.0,-14.0,-877.0,-489.0
-8.0,-232.0,-106.0,-7.0,74.0,3.0,-14.0,-878.0,-490.0
-8.0,-233.0,-105.0,-8.0,76.0,4.0,-15.0,-879.0,-494.0
-6.0,-232.0,-104.0,-11.0,77.0,3.0,-19.0,-875.0,-487.0
-9.0,-235.0,-104.0,-14.0,79.0,5.0,-11.0,-879.0,-487.0
-7.0,-236.0,-108.0,-16.0,80.0,4.0,-13.0,-883.0,-489.0
-9.0,-230.0,-106.0,-19.0,81.0,5.0,-16.0,-885.0,-491.0
-6.0,-236.0,-106.0,-20.0,81.0,5.0,-10.0,-881.0,-488.0
-8.0,-233.0,-107.0,-20.0,83.0,4.0,-15.0,-885.0,-488.0
-4.0,-235.0,-106.0,-20.0,84.0,4.0,-18.0,-886.0,-495.0
-8.0,-236.0,-103.0,-20.0,84.0,5.0,-14.0,-882.0,-489.0
-7.0,-235.0,-106.0,-17.0,86.0,6.0,-15.0,-887.0,-493.0
-7.0,-234.0,-106.0,-16.0,87.0,4.0,-11.0,-882.0,-491.0
-5.0,-236.0,-99.0,-15.0,88.0,5.0,-16.0,-888.0,-492.0
-7.0,-237.0,-108.0,-13.0,89.0,4.0,-18.0,-886.0,-492.0
-9.0,-236.0,-104.0,-12.0,88.0,6.0,-17.0,-881.0,-491.0
-11.0,-232.0,-103.0,-11.0,89.0,6.0,-21.0,-881.0,-491.0
-8.0,-233.0,-102.0,-10.0,89.0,5.0,-20.0,-879.0,-496.0
-10.0,-234.0,-107.0,-9.0,91.0,7.0,-21.0,-883.0,-491.0
-9.0,-235.0,-109.0,-10.0,92.0,7.0,-23.0,-877.0,-487.0
-11.0,-234.0,-105.0,-10.0,92.0,7.0,-20.0,-879.0,-494.0
-8.0,-233.0,-104.0,-11.0,92.0,7.0,-20.0,-879.0,-491.0
-10.0,-232.0,-105.0,-10.0,92.0,7.0,-22.0,-881.0,-489.0
-8.0,-233.0,-106.0,-11.0,92.0,8.0,-21.0,-881.0,-488.0
-8.0,-232.0,-104.0,-11.0,91.0,9.0,-17.0,-881.0,-488.0
-9.0,-231.0,-99.0,-13.0,93.0,9.0,-19.0,-883.0,-490.0
-8.0,-227.0,-105.0,-13.0,94.0,8.0,-20.0,-885.0,-493.0
-8.0,-235.0,-103.0,-13.0,93.0,8.0,-18.0,-884.0,-488.0
