acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
5.0,-247.0,28.0,-19.0,48.0,-11.0,5.0,-954.0,190.0
9.0,-249.0,30.0,-22.0,47.0,-12.0,4.0,-955.0,192.0
8.0,-248.0,32.0,-20.0,45.0,-10.0,6.0,-953.0,188.0
7.0,-249.0,26.0,-20.0,41.0,-11.0,3.0,-956.0,185.0
7.0,-248.0,25.0,-20.0,39.0,-8.0,2.0,-962.0,184.0
7.0,-248.0,30.0,-23.0,37.0,-11.0,2.0,-955.0,189.0
7.0,-248.0,29.0,-27.0,33.0,-10.0,2.0,-955.0,190.0
6.0,-250.0,32.0,-31.0,31.0,-11.0,-5.0,-954.0,197.0
5.0,-252.0,29.0,-34.0,30.0,-11.0,-5.0,-957.0,198.0
6.0,-251.0,30.0,-37.0,29.0,-11.0,-1.0,-959.0,197.0
5.0,-254.0,32.0,-37.0,29.0,-10.0,0.0,-962.0,196.0
5.0,-252.0,33.0,-35.0,28.0,-11.0,0.0,-964.0,200.0
5.0,-250.0,33.0,-33.0,30.0,-9.0,-2.0,-968.0,198.0
7.0,-252.0,33.0,-29.0,30.0,-7.0,-1.0,-971.0,199.0
7.0,-253.0,33.0,-27.0,31.0,-6.0,-2.0,-968.0,194.0
7.0,-255.0,35.0,-25.0,32.0,-5.0,0.0,-969.0,196.0
7.0,-253.0,32.0,-21.0,34.0,-4.0,2.0,-968.0,196.0
6.0,-250.0,33.0,-21.0,36.0,-3.0,-3.0,-967.0,195.0
4.0,-251.0,33.0,-19.0,36.0,-3.0,-1.0,-965.0,198.0
4.0,-253.0,30.0,-18.0,37.0,-3.0,-1.0,-967.0,194.0
6.0,-253.0,29.0,-17.0,37.0,-5.0,-4.0,-968.0,195.0
7.0,-255.0,34.0,-18.0,37.0,-4.0,0.0,-964.0,198.0
6.0,-250.0,29.0,-19.0,39.0,-1.0,2.0,-965.0,198.0
7.0,-251.0,29.0,-20.0,40.0,-1.0,-3.0,-969.0,194.0
8.0,-252.0,32.0,-20.0,39.0,0.0,0.0,-966.0,193.0
6.0,-250.0,31.0,-20.0,38.0,2.0,3.0,-971.0,194.0
6.0,-255.0,32.0,-18.0,39.0,3.0,3.0,-963.0,196.0
4.0,-252.0,32.0,-19.0,38.0,3.0,4.0,-964.0,195.0
8.0,-254.0,34.0,-19.0,38.0,5.0,2.0,-966.0,194.0
6.0,-253.0,31.0,-19.0,38.0,6.0,0.0,-961.0,193.0
5.0,-250.0,26.0,-17.0,39.0,5.0,8.0,-957.0,192.0
8.0,-252.0,31.0,-17.0,39.0,4.0,9.0,-957.0,190.0
6.0,-251.0,28.0,-17.0,41.0,4.0,7.0,-960.0,194.0
9.0,-248.0,31.0,-17.0,42.0,3.0,4.0,-954.0,192.0
8.0,-252.0,30.0,-18.0,43.0,3.0,3.0,-951.0,193.0
7.0,-249.0,31.0,-20.0,44.0,2.0,6.0,-953.0,192.0
9.0,-250.0,29.0,-22.0,46.0,2.0,8.0,-954.0,194.0
5.0,-248.0,30.0,-24.0,50.0,0.0,10.0,-954.0,189.0
5.0,-247.0,30.0,-27.0,51.0,-2.0,7.0,-957.0,191.0
10.0,-253.0,27.0,-28.0,53.0,-4.0,10.0,-956.0,193.0
11.0,-249.0,33.0,-29.0,55.0,-4.0,9.0,-958.0,188.0
11.0,-252.0,32.0,-32.0,56.0,-7.0,8.0,-958.0,193.0
9.0,-252.0,29.0,-31.0,58.0,-10.0,13.0,-964.0,193.0
10.0,-250.0,33.0,-31.0,58.0,-12.0,10.0,-960.0,197.0
10.0,-249.0,31.0,-30.0,59.0,-13.0,11.0,-961.0,194.0
6.0,-251.0,30.0,-29.0,60.0,-13.0,10.0,-964.0,195.0
9.0,-250.0,30.0,-27.0,61.0,-14.0,14.0,-965.0,193.0
10.0,-255.0,29.0,-27.0,62.0,-16.0,9.0,-971.0,192.0
10.0,-253.0,31.0,-23.0,64.0,-17.0,6.0,-966.0,195.0
10.0,-253.0,31.0,-22.0,63.0,-15.0,11.0,-967.0,194.0
11.0,-254.0,31.0,-19.0,63.0,-17.0,11.0,-967.0,192.0
11.0,-252.0,32.0,-17.0,64.0,-18.0,9.0,-961.0,191.0
7.0,-253.0,33.0,-18.0,65.0,-19.0,10.0,-970.0,188.0
7.0,-252.0,28.0,-18.0,64.0,-20.0,8.0,-965.0,192.0
11.0,-253.0,29.0,-19.0,65.0,-20.0,9.0,-963.0,192.0
8.0,-251.0,33.0,-20.0,65.0,-20.0,9.0,-962.0,191.0
9.0,-249.0,28.0,-20.0,65.0,-20.0,10.0,-959.0,188.0
7.0,-251.0,28.0,-20.0,64.0,-18.0,11.0,-958.0,193.0
