acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
3.0,-250.0,-64.0,-5.0,55.0,13.0,-17.0,-964.0,-184.0
3.0,-251.0,-67.0,-7.0,56.0,12.0,-17.0,-965.0,-182.0
5.0,-252.0,-63.0,-8.0,55.0,10.0,-17.0,-963.0,-181.0
2.0,-251.0,-66.0,-9.0,56.0,8.0,-13.0,-967.0,-184.0
5.0,-251.0,-62.0,-10.0,56.0,5.0,-16.0,-966.0,-186.0
-2.0,-249.0,-61.0,-10.0,57.0,5.0,-18.0,-959.0,-185.0
3.0,-250.0,-60.0,-8.0,58.0,3.0,-11.0,-966.0,-179.0
3.0,-252.0,-61.0,-4.0,60.0,5.0,-13.0,-967.0,-177.0
1.0,-250.0,-56.0,-3.0,60.0,3.0,-14.0,-963.0,-174.0
1.0,-253.0,-59.0,2.0,60.0,5.0,-14.0,-963.0,-166.0
3.0,-249.0,-61.0,5.0,60.0,2.0,-16.0,-960.0,-162.0
0.0,-249.0,-59.0,7.0,60.0,2.0,-17.0,-952.0,-165.0
3.0,-251.0,-56.0,10.0,61.0,-1.0,-14.0,-955.0,-163.0
1.0,-248.0,-59.0,11.0,62.0,-1.0,-16.0,-958.0,-164.0
2.0,-248.0,-58.0,12.0,61.0,-2.0,-15.0,-957.0,-163.0
4.0,-250.0,-59.0,10.0,60.0,-2.0,-13.0,-957.0,-160.0
3.0,-245.0,-57.0,3.0,61.0,-5.0,-12.0,-957.0,-161.0
4.0,-248.0,-59.0,-2.0,59.0,-5.0,-9.0,-950.0,-163.0
2.0,-247.0,-54.0,-9.0,60.0,-8.0,-9.0,-954.0,-159.0
4.0,-250.0,-59.0,-18.0,61.0,-6.0,-11.0,-954.0,-160.0
4.0,-249.0,-58.0,-25.0,62.0,-8.0,-9.0,-951.0,-157.0
3.0,-247.0,-55.0,-33.0,64.0,-8.0,-9.0,-956.0,-159.0
2.0,-251.0,-59.0,-40.0,64.0,-10.0,-4.0,-965.0,-157.0
2.0,-249.0,-57.0,-43.0,65.0,-8.0,-5.0,-965.0,-156.0
1.0,-249.0,-59.0,-46.0,66.0,-9.0,-7.0,-964.0,-159.0
5.0,-250.0,-57.0,-47.0,67.0,-6.0,-10.0,-962.0,-161.0
4.0,-251.0,-57.0,-47.0,67.0,-7.0,-6.0,-966.0,-164.0
3.0,-249.0,-60.0,-45.0,68.0,-4.0,-5.0,-965.0,-166.0
6.0,-249.0,-60.0,-43.0,69.0,-6.0,-5.0,-963.0,-169.0
4.0,-251.0,-61.0,-41.0,70.0,-2.0,-2.0,-973.0,-170.0
2.0,-249.0,-60.0,-36.0,72.0,-4.0,-5.0,-966.0,-169.0
3.0,-248.0,-60.0,-33.0,74.0,-3.0,-11.0,-968.0,-167.0
4.0,-251.0,-63.0,-30.0,74.0,-3.0,-10.0,-968.0,-168.0
6.0,-250.0,-64.0,-28.0,74.0,-1.0,-6.0,-968.0,-169.0
9.0,-251.0,-59.0,-26.0,75.0,-2.0,-4.0,-970.0,-171.0
6.0,-250.0,-58.0,-25.0,73.0,0.0,-6.0,-964.0,-178.0
4.0,-250.0,-61.0,-23.0,74.0,-2.0,-10.0,-967.0,-172.0
5.0,-253.0,-63.0,-22.0,73.0,1.0,-6.0,-967.0,-173.0
4.0,-249.0,-64.0,-21.0,72.0,-2.0,-9.0,-968.0,-173.0
4.0,-252.0,-57.0,-17.0,72.0,0.0,-9.0,-969.0,-178.0
6.0,-254.0,-62.0,-14.0,70.0,-3.0,-11.0,-968.0,-174.0
4.0,-251.0,-66.0,-12.0,70.0,-2.0,-5.0,-975.0,-179.0
4.0,-252.0,-66.0,-10.0,68.0,-5.0,-8.0,-971.0,-183.0
5.0,-253.0,-64.0,-6.0,67.0,-4.0,-13.0,-972.0,-179.0
3.0,-249.0,-64.0,-4.0,65.0,-8.0,-16.0,-965.0,-185.0
2.0,-251.0,-63.0,-3.0,65.0,-6.0,-12.0,-967.0,-183.0
1.0,-251.0,-65.0,-2.0,62.0,-10.0,-15.0,-969.0,-181.0
1.0,-250.0,-60.0,0.0,63.0,-8.0,-15.0,-969.0,-182.0
4.0,-248.0,-64.0,-1.0,61.0,-10.0,-14.0,-962.0,-189.0
3.0,-252.0,-63.0,0.0,60.0,-8.0,-15.0,-965.0,-182.0
3.0,-252.0,-63.0,0.0,58.0,-10.0,-13.0,-966.0,-177.0
2.0,-253.0,-63.0,2.0,58.0,-8.0,-15.0,-964.0,-178.0
2.0,-249.0,-60.0,2.0,56.0,-11.0,-11.0,-965.0,-180.0
3.0,-250.0,-59.0,1.0,54.0,-9.0,-14.0,-963.0,-179.0
3.0,-254.0,-62.0,0.0,53.0,-12.0,-13.0,-960.0,-173.0
1.0,-246.0,-60.0,-2.0,51.0,-11.0,-15.0,-959.0,-180.0
2.0,-249.0,-62.0,-5.0,52.0,-12.0,-17.0,-963.0,-178.0
2.0,-248.0,-62.0,-10.0,51.0,-11.0,-13.0,-960.0,-175.0
2.0,-248.0,-61.0,-13.0,52.0,-12.0,-15.0,-958.0,-183.0
2.0,-246.0,-60.0,-18.0,54.0,-9.0,-13.0,-955.0,-184.0
3.0,-249.0,-59.0,-21.0,53.0,-12.0,-11.0,-959.0,-182.0
3.0,-251.0,-60.0,-24.0,53.0,-9.0,-17.0,-955.0,-186.0
1.0,-251.0,-63.0,-29.0,55.0,-12.0,-14.0,-961.0,-183.0
2.0,-251.0,-68.0,-29.0,58.0,-10.0,-13.0,-961.0,-186.0
2.0,-251.0,-68.0,-30.0,61.0,-10.0,-11.0,-966.0,-188.0
4.0,-248.0,-63.0,-30.0,66.0,-8.0,-10.0,-959.0,-190.0
4.0,-249.0,-68.0,-30.0,71.0,-11.0,-11.0,-963.0,-186.0
6.0,-251.0,-66.0,-28.0,78.0,-8.0,-6.0,-962.0,-195.0
4.0,-252.0,-65.0,-27.0,83.0,-10.0,-4.0,-967.0,-193.0
7.0,-251.0,-62.0,-28.0,91.0,-9.0,-2.0,-964.0,-191.0
4.0,-249.0,-66.0,-24.0,97.0,-10.0,-5.0,-966.0,-192.0
7.0,-251.0,-65.0,-24.0,106.0,-7.0,1.0,-970.0,-192.0
6.0,-250.0,-66.0,-23.0,112.0,-10.0,-2.0,-962.0,-189.0
7.0,-252.0,-66.0,-21.0,120.0,-9.0,4.0,-968.0,-193.0
8.0,-249.0,-67.0,-21.0,129.0,-11.0,7.0,-966.0,-187.0
11.0,-251.0,-67.0,-21.0,134.0,-9.0,6.0,-971.0,-186.0
7.0,-251.0,-61.0,-20.0,138.0,-12.0,9.0,-966.0,-178.0
8.0,-250.0,-57.0,-19.0,140.0,-10.0,7.0,-969.0,-179.0
10.0,-251.0,-59.0,-18.0,140.0,-13.0,9.0,-968.0,-178.0
9.0,-249.0,-63.0,-18.0,140.0,-12.0,11.0,-967.0,-170.0
4.0,-250.0,-61.0,-17.0,138.0,-13.0,10.0,-966.0,-173.0
9.0,-248.0,-62.0,-18.0,138.0,-11.0,11.0,-968.0,-170.0
11.0,-251.0,-61.0,-20.0,136.0,-13.0,14.0,-966.0,-169.0
11.0,-250.0,-63.0,-23.0,136.0,-12.0,9.0,-961.0,-170.0
10.0,-250.0,-62.0,-28.0,138.0,-14.0,9.0,-965.0,-172.0
10.0,-246.0,-64.0,-33.0,145.0,-13.0,11.0,-959.0,-180.0
10.0,-248.0,-65.0,-40.0,150.0,-12.0,6.0,-966.0,-185.0
9.0,-249.0,-63.0,-47.0,159.0,-9.0,6.0,-965.0,-183.0
9.0,-252.0,-64.0,-55.0,168.0,-11.0,6.0,-964.0,-187.0
