acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
-16.0,-254.0,9.0,-38.0,45.0,-7.0,-40.0,-981.0,7.0
-17.0,-254.0,11.0,-34.0,45.0,-8.0,-32.0,-974.0,10.0
-16.0,-250.0,10.0,-32.0,44.0,-8.0,-32.0,-971.0,12.0
-18.0,-248.0,10.0,-30.0,45.0,-9.0,-32.0,-970.0,10.0
-14.0,-251.0,15.0,-30.0,45.0,-11.0,-32.0,-966.0,11.0
-19.0,-255.0,14.0,-32.0,43.0,-12.0,-33.0,-962.0,2.0
-18.0,-247.0,13.0,-37.0,44.0,-14.0,-40.0,-953.0,14.0
-17.0,-249.0,14.0,-38.0,44.0,-17.0,-36.0,-955.0,17.0
-18.0,-246.0,15.0,-39.0,45.0,-18.0,-39.0,-950.0,18.0
-15.0,-243.0,15.0,-36.0,43.0,-18.0,-36.0,-945.0,19.0
-15.0,-245.0,16.0,-36.0,42.0,-21.0,-36.0,-928.0,23.0
-16.0,-243.0,16.0,-36.0,42.0,-23.0,-41.0,-921.0,20.0
-19.0,-237.0,15.0,-38.0,41.0,-25.0,-43.0,-912.0,20.0
-18.0,-231.0,17.0,-45.0,37.0,-29.0,-46.0,-908.0,27.0
-18.0,-230.0,15.0,-54.0,36.0,-35.0,-48.0,-898.0,28.0
-22.0,-231.0,14.0,-65.0,34.0,-41.0,-45.0,-895.0,30.0
-24.0,-232.0,15.0,-78.0,34.0,-48.0,-55.0,-897.0,25.0
-22.0,-233.0,15.0,-94.0,34.0,-53.0,-55.0,-901.0,24.0
-21.0,-234.0,18.0,-110.0,37.0,-63.0,-59.0,-906.0,27.0
-24.0,-236.0,19.0,-122.0,40.0,-69.0,-57.0,-918.0,34.0
-22.0,-242.0,21.0,-134.0,44.0,-76.0,-49.0,-928.0,35.0
-18.0,-247.0,18.0,-143.0,50.0,-77.0,-41.0,-939.0,35.0
-15.0,-250.0,19.0,-157.0,57.0,-75.0,-41.0,-963.0,37.0
-26.0,-256.0,21.0,-170.0,63.0,-72.0,-51.0,-994.0,42.0
-17.0,-256.0,23.0,-173.0,60.0,-79.0,-48.0,-1010.0,36.0
-17.0,-265.0,22.0,-167.0,74.0,-73.0,-27.0,-1016.0,48.0
-17.0,-263.0,24.0,-162.0,81.0,-61.0,-46.0,-1039.0,57.0
-16.0,-270.0,28.0,-162.0,83.0,-56.0,-33.0,-1047.0,63.0
-17.0,-274.0,33.0,-166.0,95.0,-52.0,-38.0,-1056.0,79.0
-19.0,-275.0,30.0,-164.0,104.0,-48.0,-35.0,-1069.0,78.0
-17.0,-281.0,36.0,-156.0,112.0,-47.0,-42.0,-1092.0,86.0
-15.0,-284.0,31.0,-135.0,118.0,-52.0,-30.0,-1091.0,74.0
-15.0,-280.0,30.0,-110.0,125.0,-58.0,-29.0,-1086.0,74.0
-15.0,-280.0,30.0,-82.0,137.0,-64.0,-36.0,-1081.0,79.0
-20.0,-275.0,32.0,-45.0,148.0,-72.0,-43.0,-1075.0,85.0
-17.0,-275.0,35.0,-4.0,157.0,-81.0,-36.0,-1061.0,88.0
-21.0,-270.0,32.0,39.0,171.0,-87.0,-43.0,-1051.0,90.0
-21.0,-265.0,32.0,74.0,183.0,-89.0,-45.0,-1034.0,82.0
-15.0,-261.0,27.0,96.0,194.0,-90.0,-45.0,-1011.0,72.0
-14.0,-254.0,30.0,107.0,210.0,-93.0,-34.0,-974.0,53.0
-23.0,-246.0,23.0,102.0,236.0,-90.0,-56.0,-954.0,53.0
