acc1_x,acc1_y,acc1_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z
17.0,-256.0,-28.0,-6.0,65.0,-6.0,44.0,-990.0,-23.0
15.0,-253.0,-30.0,-5.0,68.0,-5.0,44.0,-981.0,-28.0
18.0,-256.0,-28.0,-5.0,70.0,-4.0,43.0,-990.0,-30.0
17.0,-255.0,-29.0,-5.0,70.0,-4.0,45.0,-985.0,-30.0
18.0,-253.0,-28.0,-5.0,68.0,-4.0,43.0,-983.0,-29.0
19.0,-254.0,-26.0,-8.0,67.0,-3.0,49.0,-982.0,-29.0
19.0,-254.0,-21.0,-10.0,65.0,-4.0,45.0,-983.0,-28.0
19.0,-256.0,-25.0,-11.0,62.0,-2.0,44.0,-980.0,-23.0
17.0,-252.0,-29.0,-10.0,62.0,-2.0,45.0,-980.0,-26.0
20.0,-255.0,-24.0,-8.0,61.0,-3.0,46.0,-977.0,-25.0
19.0,-253.0,-30.0,-8.0,58.0,-1.0,47.0,-985.0,-24.0
16.0,-254.0,-22.0,-7.0,58.0,-3.0,47.0,-978.0,-25.0
17.0,-253.0,-27.0,-6.0,57.0,-2.0,47.0,-988.0,-25.0
16.0,-252.0,-23.0,-6.0,57.0,-2.0,42.0,-979.0,-23.0
22.0,-256.0,-26.0,-5.0,55.0,-1.0,46.0,-982.0,-21.0
16.0,-254.0,-27.0,-4.0,56.0,-1.0,47.0,-978.0,-22.0
20.0,-255.0,-26.0,-4.0,56.0,-1.0,47.0,-978.0,-20.0
21.0,-252.0,-25.0,-4.0,55.0,-1.0,42.0,-974.0,-19.0
15.0,-252.0,-27.0,-7.0,56.0,-1.0,42.0,-974.0,-22.0
18.0,-254.0,-25.0,-8.0,55.0,-1.0,41.0,-986.0,-23.0
20.0,-255.0,-30.0,-11.0,54.0,-1.0,43.0,-979.0,-23.0
15.0,-251.0,-24.0,-11.0,55.0,-2.0,44.0,-977.0,-24.0
18.0,-254.0,-26.0,-12.0,57.0,-2.0,48.0,-982.0,-28.0
18.0,-254.0,-27.0,-12.0,58.0,-2.0,44.0,-977.0,-24.0
19.0,-254.0,-27.0,-12.0,59.0,-5.0,44.0,-979.0,-23.0
19.0,-250.0,-27.0,-13.0,59.0,-2.0,43.0,-980.0,-29.0
16.0,-254.0,-26.0,-13.0,61.0,-4.0,46.0,-975.0,-26.0
18.0,-255.0,-26.0,-14.0,61.0,-3.0,44.0,-982.0,-23.0
17.0,-256.0,-27.0,-12.0,60.0,-5.0,45.0,-985.0,-24.0
18.0,-255.0,-31.0,-11.0,58.0,-4.0,43.0,-987.0,-20.0
18.0,-254.0,-25.0,-9.0,58.0,-5.0,46.0,-977.0,-23.0
17.0,-256.0,-24.0,-6.0,56.0,-2.0,52.0,-986.0,-20.0
18.0,-254.0,-25.0,-3.0,56.0,-2.0,50.0,-983.0,-30.0
18.0,-253.0,-25.0,0.0,56.0,-2.0,45.0,-986.0,-23.0
22.0,-255.0,-27.0,0.0,57.0,-4.0,46.0,-976.0,-27.0
19.0,-257.0,-29.0,-1.0,57.0,-2.0,50.0,-986.0,-31.0
18.0,-254.0,-28.0,-3.0,57.0,-3.0,43.0,-976.0,-28.0
16.0,-253.0,-24.0,-6.0,56.0,0.0,41.0,-978.0,-32.0
20.0,-254.0,-25.0,-10.0,55.0,-3.0,42.0,-977.0,-25.0
17.0,-251.0,-25.0,-11.0,53.0,1.0,44.0,-975.0,-19.0
16.0,-251.0,-28.0,-12.0,52.0,-1.0,43.0,-975.0,-26.0
17.0,-252.0,-25.0,-15.0,52.0,2.0,40.0,-977.0,-24.0
19.0,-254.0,-24.0,-16.0,51.0,-1.0,40.0,-987.0,-25.0
18.0,-255.0,-22.0,-16.0,53.0,1.0,36.0,-983.0,-23.0
19.0,-254.0,-20.0,-17.0,52.0,-1.0,45.0,-973.0,-14.0
